cui,umls_name,msigdb_name
C2612510,response to fluid shear stress,GO_RESPONSE_TO_FLUID_SHEAR_STRESS
C1155928,negative regulation of muscle contraction,GO_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION
C1159661,transition metal ion transport,GO_TRANSITION_METAL_ION_TRANSPORT
C1523173,positive regulation of muscle cell differentiation,GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION
C1819831,regulation of adaptive immune response,GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
C1157394,phosphatidylinositol biosynthetic process,GO_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS
C2611942,positive regulation of cell communication,GO_POSITIVE_REGULATION_OF_CELL_COMMUNICATION
C2755633,positive regulation of lipid kinase activity,GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY
C1622731,response to corticosteroid,GO_RESPONSE_TO_CORTICOSTEROID
C1621767,positive regulation of leukocyte degranulation,GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION
C3158913,sodium ion transmembrane transport,GO_SODIUM_ION_TRANSMEMBRANE_TRANSPORT
C1327163,protein ubiquitination involved in ubiquitin-dependent protein catabolic process,GO_PROTEIN_UBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
C1625156,negative regulation of blood vessel endothelial cell migration,GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION
C1155948,cell projection assembly,GO_CELL_PROJECTION_ASSEMBLY
C2246559,"regulation of protein import into nucleus, translocation",GO_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS_TRANSLOCATION
C1158343,glucocorticoid metabolic process,GO_GLUCOCORTICOID_METABOLIC_PROCESS
C1660003,protein maturation,GO_PROTEIN_MATURATION
C1625142,skeletal muscle fiber adaptation,GO_SKELETAL_MUSCLE_ADAPTATION
C1622430,protein N-linked glycosylation,GO_PROTEIN_N_LINKED_GLYCOSYLATION
C1621408,anaphase-promoting complex-dependent catabolic process,GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS
C1523589,hindlimb morphogenesis,GO_HINDLIMB_MORPHOGENESIS
C2613434,establishment or maintenance of epithelial cell apical/basal polarity,GO_ESTABLISHMENT_OR_MAINTENANCE_OF_EPITHELIAL_CELL_APICAL_BASAL_POLARITY
C2755087,loop of Henle development,GO_LOOP_OF_HENLE_DEVELOPMENT
C1156139,vesicle organization,GO_VESICLE_ORGANIZATION
C1819952,keratinocyte proliferation,GO_KERATINOCYTE_PROLIFERATION
C3155006,macrophage activation involved in immune response,GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
C1156928,indolalkylamine metabolic process,GO_INDOLALKYLAMINE_METABOLIC_PROCESS
C2611179,positive regulation of nucleotide-binding oligomerization domain containing signaling pathway,GO_POSITIVE_REGULATION_OF_BINDING
C1523169,smooth muscle cell differentiation,GO_SMOOTH_MUSCLE_CELL_DIFFERENTIATION
C1148082,Secondary male genitalia development:Finding:Point in time:^Patient:Ordinal:Observed,GO_MALE_GENITALIA_DEVELOPMENT
C4233807,ubiquitin hydrolase activity involved in negative regulation of ER-associated degradation pathway,GO_REGULATION_OF_HYDROLASE_ACTIVITY
C2753595,endocardial cushion development,GO_ENDOCARDIAL_CUSHION_DEVELOPMENT
C3547535,negative regulation of ERBB signaling pathway,GO_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY
C1622944,response to dietary excess,GO_RESPONSE_TO_DIETARY_EXCESS
C3896536,regulation of meiotic nuclear division,GO_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION
C2752830,branch elongation of an epithelium,GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM
C2247841,positive regulation of cellular amide metabolic process,GO_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS
C2613429,positive regulation of vacuole organization,GO_POSITIVE_REGULATION_OF_VACUOLE_ORGANIZATION
C2265684,negative regulation of platelet activation,GO_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION
C1156703,glutamine family amino acid catabolic process,GO_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS
C1658614,embryonic skeletal system development,GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT
C1623343,neuron maturation,GO_NEURON_MATURATION
C1515433,Thymic T-Cell Selection,GO_THYMIC_T_CELL_SELECTION
C2754418,cellular response to biotic stimulus,GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS
C1158178,coenzyme metabolic process,GO_COENZYME_A_METABOLIC_PROCESS
C3548775,protein localization to cilium,GO_PROTEIN_LOCALIZATION_TO_CILIUM
C1624027,RNA stabilization,GO_RNA_STABILIZATION
C2246684,actin-myosin filament sliding,GO_ACTIN_MYOSIN_FILAMENT_SLIDING
C2612068,regulation of cell morphogenesis involved in differentiation,GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION
C2248549,regulation of protein homodimerization activity,GO_REGULATION_OF_PROTEIN_HOMODIMERIZATION_ACTIVITY
C2247698,regulation of heterotypic cell-cell adhesion,GO_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION
C3894466,positive regulation of reactive oxygen species biosynthetic process,GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS
C3547146,alpha-amino acid metabolic process,GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS
C1818891,mitochondrial DNA metabolic process,GO_MITOCHONDRIAL_DNA_METABOLIC_PROCESS
C1158614,cGMP metabolic process,GO_CGMP_METABOLIC_PROCESS
C1154314,adult behavior,GO_ADULT_BEHAVIOR
C1622576,retinal ganglion cell axon guidance,GO_RETINAL_GANGLION_CELL_AXON_GUIDANCE
C4235406,positive regulation of membrane invagination,GO_POSITIVE_REGULATION_OF_MEMBRANE_INVAGINATION
C1658947,spindle localization,GO_SPINDLE_LOCALIZATION
C1327325,hydrogen peroxide catabolic process,GO_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS
C2754609,cellular response to organic cyclic compound,GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND
C3155550,positive regulation of cytokine production involved in immune response,GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE
C2246641,regulation of protein sumoylation,GO_REGULATION_OF_PROTEIN_SUMOYLATION
C2610698,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,GO_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
C2754688,cellular response to light stimulus,GO_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS
C2613258,positive regulation by host of viral transcription,GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION
C3270356,negative regulation of stem cell differentiation,GO_NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION
C1818815,negative regulation of production of molecular mediator of immune response,GO_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
C3548567,sphingolipid mediated signaling pathway,GO_SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY
C4236631,synaptic vesicle cytoskeletal transport,GO_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT
C2752703,lung cell differentiation,GO_LUNG_CELL_DIFFERENTIATION
C1516047,Aspirin Inhibition of Platelet Activation Pathway,GO_PLATELET_ACTIVATION
C1155964,cytoskeleton organization,GO_CYTOSKELETON_ORGANIZATION
C3159075,"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",GO_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY
C1158557,transcription-coupled nucleotide-excision repair,GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR
C3714907,membrane depolarization during action potential,GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL
C2244553,maturation of SSU-rRNA,GO_MATURATION_OF_SSU_RRNA
C1327339,beta-amyloid metabolic process,GO_BETA_AMYLOID_METABOLIC_PROCESS
C1155347,response to wounding,GO_RESPONSE_TO_WOUNDING
C2262807,non-canonical Wnt signaling pathway,GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY
C2246032,renal system process involved in regulation of blood volume,GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME
C1818818,negative regulation of leukocyte mediated immunity,GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
C1819625,positive regulation of CREB transcription factor activity,GO_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY
C1818580,negative regulation of anterior neural cell fate commitment of the neural plate by fibroblast growth factor receptor signaling pathway,GO_NEGATIVE_REGULATION_OF_CELL_GROWTH
C3156295,modified amino acid transport,GO_MODIFIED_AMINO_ACID_TRANSPORT
C1157595,cGMP biosynthetic process,GO_CGMP_BIOSYNTHETIC_PROCESS
C2755930,protein secretion by the general secretion pathway,GO_PROTEIN_SECRETION
C1327242,alternative nuclear mRNA splicing via spliceosome,GO_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME
C0009649,"Conditioning, Classical",GO_ASSOCIATIVE_LEARNING
C1158767,snoRNA metabolic process,GO_SNORNA_METABOLIC_PROCESS
C1622574,negative regulation of cellular catabolic process,GO_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS
C1818990,regulation of response to extracellular stimulus,GO_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS
C1523201,cofactor transport,GO_COFACTOR_TRANSPORT
C1159887,positive regulation of fat cell differentiation,GO_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION
C1819177,negative regulation of protein polymerization,GO_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION
C1327157,exogenous drug catabolic process,GO_EXOGENOUS_DRUG_CATABOLIC_PROCESS
C3157602,negative regulation of reactive oxygen species metabolic process,GO_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS
C3156935,regulation of protein deacetylation,GO_REGULATION_OF_PROTEIN_DEACETYLATION
C2754804,otic vesicle development,GO_OTIC_VESICLE_DEVELOPMENT
C3157291,"positive regulation of DNA-templated transcription, initiation",GO_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION
C3821950,neuron projection extension involved in neuron projection guidance,GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE
C1327209,phospholipid dephosphorylation,GO_PHOSPHOLIPID_DEPHOSPHORYLATION
C1158562,negative regulation of DNA repair,GO_NEGATIVE_REGULATION_OF_DNA_REPAIR
C1159661,transition metal ion transport,GO_METAL_ION_TRANSPORT
C1256369,insulin secretion,GO_INSULIN_SECRETION
C3158782,fibroblast growth factor receptor signaling pathway involved in positive regulation of cell proliferation in bone marrow,GO_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION
C1157393,preassembly of GPI anchor in ER membrane,GO_PREASSEMBLY_OF_GPI_ANCHOR_IN_ER_MEMBRANE
C0027540,Necrosis,GO_NECROTIC_CELL_DEATH
C3158541,regulation of mast cell activation involved in immune response,GO_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
C2246649,positive regulation of cellular amine metabolic process,GO_POSITIVE_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS
C3156940,positive regulation of intracellular protein transport,GO_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT
C1160643,regulation by virus of viral protein levels in host cell,GO_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL
C1657114,chromosome localization,GO_CHROMOSOME_LOCALIZATION
C2613405,regulation of respiratory system process,GO_REGULATION_OF_RESPIRATORY_SYSTEM_PROCESS
C2611876,positive regulation of adenylate cyclase activity involved in G-protein coupled receptor signaling pathway,GO_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY
C4326470,positive regulation of Wnt-activated signaling pathway involved in mDA neuron differentiation,GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION
C1657433,embryonic skeletal system morphogenesis,GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS
C2246175,Ras GTPase activation,GO_ACTIVATION_OF_GTPASE_ACTIVITY
C1512795,Inositol Phosphate Metabolism Pathway,GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS
C1326230,T cell homeostasis,GO_T_CELL_HOMEOSTASIS
C2752954,regulation of coreceptor activity involved in epidermal growth factor receptor signaling pathway,GO_REGULATION_OF_RECEPTOR_ACTIVITY
C1156205,histone methylation,GO_HISTONE_METHYLATION
C2754704,cellular response to fluid shear stress,GO_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS
C1819325,positive regulation of transporter activity,GO_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY
C1326436,positive regulation of transcription factor import into nucleus,GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_IMPORT_INTO_NUCLEUS
C1155014,alpha-beta T cell differentiation,GO_ALPHA_BETA_T_CELL_DIFFERENTIATION
C2610856,establishment of protein localization to chromosome,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME
C1159324,peptide cross-linking,GO_PEPTIDE_CROSS_LINKING
C1159229,peptidyl-serine modification,GO_PEPTIDYL_SERINE_MODIFICATION
C1623221,cellular response to extracellular stimulus,GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS
C2752303,Roundabout signaling pathway,GO_ROUNDABOUT_SIGNALING_PATHWAY
C3158769,positive regulation of Wnt signaling pathway by establishment of Wnt protein localization to extracellular region,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION
C3270706,negative regulation of response to DNA damage stimulus,GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS
C1156811,glutamate metabolism,GO_GLUTAMATE_METABOLIC_PROCESS
C1158437,sphingomyelin metabolic process,GO_SPHINGOMYELIN_METABOLIC_PROCESS
C1158769,tRNA metabolic process,GO_TRNA_METABOLIC_PROCESS
C1819606,negative regulation of ATPase activity,GO_NEGATIVE_REGULATION_OF_ATPASE_ACTIVITY
C1154346,positive regulation of locomotion,GO_POSITIVE_REGULATION_OF_LOCOMOTION
C1326645,negative regulation of dendrite morphogenesis,GO_REGULATION_OF_DENDRITE_MORPHOGENESIS
C2754486,cellular response to lithium ion,GO_CELLULAR_RESPONSE_TO_LITHIUM_ION
C3155711,mammary gland epithelium development,GO_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT
C2754581,cellular response to prostaglandin stimulus,GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS
C2246425,regulation of myeloid cell apoptotic process,GO_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS
C1655748,negative regulation of viral process,GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS
C2247681,erythrocyte homeostasis,GO_ERYTHROCYTE_HOMEOSTASIS
C0282498,Heat-Shock Response,GO_RESPONSE_TO_HEAT
C1155453,Notch receptor processing,GO_NOTCH_RECEPTOR_PROCESSING
C2754477,cellular response to cadmium ion,GO_CELLULAR_RESPONSE_TO_CADMIUM_ION
C1622385,suckling behavior,GO_SUCKLING_BEHAVIOR
C2755595,positive regulation of kidney development,GO_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT
C3894568,regulation of mitotic spindle checkpoint,GO_REGULATION_OF_MITOTIC_SPINDLE_CHECKPOINT
C3549147,epidermal growth factor receptor signaling pathway via I-kappaB kinase/NF-kappaB cascade,GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING
C3157162,negative regulation of non-canonical Wnt signaling pathway,GO_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY
C3271783,MAP kinase phosphatase activity involved in regulation of osmosensory signaling pathway,GO_REGULATION_OF_KINASE_ACTIVITY
C2755635,chromosome localization to nuclear envelope involved in homologous chromosome segregation,GO_CHROMOSOME_LOCALIZATION_TO_NUCLEAR_ENVELOPE_INVOLVED_IN_HOMOLOGOUS_CHROMOSOME_SEGREGATION
C1158523,negative regulation of DNA recombination,GO_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION
C3157634,positive regulation of lymphocyte migration,GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION
C3269464,negative regulation of cellular response to insulin stimulus,GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS
C1818807,positive regulation of cellular extravasation,GO_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION
C1818687,myeloid leukocyte differentiation,GO_MYELOID_LEUKOCYTE_DIFFERENTIATION
C1156085,peroxisome organization,GO_PEROXISOME_ORGANIZATION
C1155654,DNA strand elongation involved in DNA replication,GO_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION
C1156984,cellular modified amino acid catabolic process,GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS
C3821320,single organism cell adhesion,GO_SINGLE_ORGANISM_CELL_ADHESION
C1156516,polyol metabolic process,GO_POLYOL_METABOLIC_PROCESS
C2610383,positive regulation of transcription initiation from RNA polymerase II promoter,GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER
C1656763,apical junction assembly,GO_APICAL_JUNCTION_ASSEMBLY
C1158673,pyrimidine ribonucleoside triphosphate metabolic process,GO_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS
C1817428,lymphocyte homeostasis,GO_LYMPHOCYTE_HOMEOSTASIS
C1817145,Sertoli cell development,GO_SERTOLI_CELL_DEVELOPMENT
C2246516,negative regulation of RNA splicing,GO_NEGATIVE_REGULATION_OF_RNA_SPLICING
C3544383,cell cycle phase transition,GO_CELL_CYCLE_PHASE_TRANSITION
C3155885,planar cell polarity pathway involved in cardiac muscle tissue morphogenesis,GO_TISSUE_MORPHOGENESIS
C2245696,endosome to lysosome transport via multivesicular body sorting pathway,GO_ENDOSOME_TO_LYSOSOME_TRANSPORT
C1749524,mRNA processing,GO_MRNA_PROCESSING
C4235359,response to angiotensin,GO_RESPONSE_TO_ANGIOTENSIN
C2753223,dendritic spine development,GO_DENDRITIC_SPINE_DEVELOPMENT
C1819375,regulation of protein oligomerization,GO_REGULATION_OF_PROTEIN_OLIGOMERIZATION
C1158226,heme metabolic process,GO_HEME_METABOLIC_PROCESS
C1156638,serine family amino acid biosynthetic process,GO_SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS
C1818249,cerebellar Purkinje cell layer formation,GO_CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION
C2754523,cellular response to carbohydrate stimulus,GO_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS
C2754751,inositol phosphate catabolic process,GO_INOSITOL_PHOSPHATE_CATABOLIC_PROCESS
C1158332,C21-steroid hormone metabolic process,GO_C21_STEROID_HORMONE_METABOLIC_PROCESS
C1160354,negative regulation of glial cell differentiation,GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION
C1816542,positive regulation of synapse assembly,GO_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY
C0027793,Synaptic Transmission,GO_TRANSMISSION_OF_NERVE_IMPULSE
C3895890,positive regulation of vasculature development,GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT
C1159900,positive regulation of epidermal cell differentiation,GO_POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION
C0025246,Membrane Fusion,GO_MEMBRANE_FUSION
C2245381,positive regulation of TOR signaling,GO_POSITIVE_REGULATION_OF_TOR_SIGNALING
C1160355,positive regulation of glial cell differentiation,GO_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION
C1160550,male sex determination,GO_MALE_SEX_DETERMINATION
C2753719,type B pancreatic cell development,GO_TYPE_B_PANCREATIC_CELL_DEVELOPMENT
C2246284,regulation of superoxide anion generation,GO_REGULATION_OF_SUPEROXIDE_ANION_GENERATION
C1325923,antigen receptor-mediated signaling pathway,GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY
C1155866,positive regulation of mitotic cell cycle,GO_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE
C1622567,lymphocyte costimulation,GO_LYMPHOCYTE_COSTIMULATION
C3822765,regulation of serine-type peptidase activity,GO_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY
C1158452,negative regulation of steroid metabolic process,GO_NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS
C1158217,quinone cofactor metabolism,GO_COFACTOR_METABOLIC_PROCESS
C1523041,barbed-end actin filament capping,GO_BARBED_END_ACTIN_FILAMENT_CAPPING
C2752582,cell migration involved in sprouting angiogenesis,GO_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS
C2246549,negative regulation of intracellular estrogen receptor signaling pathway,GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY
C3155557,regulation of type 2 immune response,GO_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE
C2754019,3'-UTR-mediated mRNA stabilization,GO_3_UTR_MEDIATED_MRNA_STABILIZATION
C1327154,drug catabolic process,GO_DRUG_CATABOLIC_PROCESS
C1325965,positive regulation of Rho protein signal transduction,GO_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION
C2755418,TGFbeta signaling pathway involved in primitive streak formation,GO_PRIMITIVE_STREAK_FORMATION
C3268892,response to phenylpropanoid,GO_RESPONSE_TO_PHENYLPROPANOID
C2611927,regulation of epithelial cell migration,GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION
C1155457,positive regulation of Notch signaling pathway,GO_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY
C3821688,fibroblast growth factor receptor apoptotic signaling pathway,GO_CELL_DEATH
C2263138,cellular iron ion homeostasis,GO_CELLULAR_IRON_ION_HOMEOSTASIS
C1155970,contractile actin filament bundle assembly,GO_CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY
C3893690,macromolecule deacylation,GO_MACROMOLECULE_DEACYLATION
C1519613,Translation Initiation,GO_TRANSLATIONAL_INITIATION
C1155581,activation of NF-kappaB-inducing kinase activity,GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY
C0234097,Cholinergic synaptic transmission,GO_SYNAPTIC_TRANSMISSION_CHOLINERGIC
C3160986,negative regulation of cytokine production involved in immune response,GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE
C2247726,regulation of toll-like receptor 4 signaling pathway,GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY
C3895292,positive regulation of cellular protein localization,GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION
C1156098,plasma membrane organization,GO_PLASMA_MEMBRANE_ORGANIZATION
C1325903,regulation of neurotransmitter secretion,GO_REGULATION_OF_NEUROTRANSMITTER_SECRETION
C1158005,positive regulation of protein catabolic process,GO_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS
C1155417,adenylate cyclase-activating G-protein coupled receptor signaling pathway,GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY
C1325970,white fat cell differentiation,GO_WHITE_FAT_CELL_DIFFERENTIATION
C0029047,Oogenesis,GO_OOGENESIS
C1326641,regulation of short-term neuronal synaptic plasticity,GO_REGULATION_OF_SHORT_TERM_NEURONAL_SYNAPTIC_PLASTICITY
C1156553,aldehyde catabolic process,GO_ALDEHYDE_CATABOLIC_PROCESS
C2247948,response to type I interferon,GO_RESPONSE_TO_TYPE_I_INTERFERON
C2246504,mitochondrial respiratory chain complex assembly,GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY
C1156911,hyaluronan catabolic process,GO_HYALURONAN_CATABOLIC_PROCESS
C0597062,neurotransmitter biosynthesis,GO_NEUROTRANSMITTER_BIOSYNTHETIC_PROCESS
C0030892,Pentose Phosphate Pathway,GO_PENTOSE_PHOSPHATE_SHUNT
C1155359,cytokine-mediated signaling pathway,GO_CYTOKINE_MEDIATED_SIGNALING_PATHWAY
C1157224,ATP generation from ADP,GO_ATP_GENERATION_FROM_ADP
C1154345,negative regulation of locomotion,GO_NEGATIVE_REGULATION_OF_LOCOMOTION
C1158660,IMP metabolic process,GO_IMP_METABOLIC_PROCESS
C1819963,ncRNA 3'-end processing,GO_NCRNA_3_END_PROCESSING
C1160311,lymph node development,GO_LYMPH_NODE_DEVELOPMENT
C2245731,regulation of cellular component size,GO_REGULATION_OF_CELLULAR_COMPONENT_SIZE
C0678851,mitochondrial transport,GO_MITOCHONDRIAL_TRANSPORT
C1523959,sulfur compound biosynthetic process,GO_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS
C1155046,T-Cell Proliferation,GO_T_CELL_PROLIFERATION
C1817355,regulation of respiratory gaseous exchange by neurological system process,GO_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE_BY_NEUROLOGICAL_SYSTEM_PROCESS
C1622852,protein targeting to membrane involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,GO_PROTEIN_TARGETING
C2612177,positive regulation of cholesterol efflux,GO_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX
C3548918,single-organism biosynthetic process,GO_SINGLE_ORGANISM_BIOSYNTHETIC_PROCESS
C1160705,positive regulation of viral genome replication,GO_POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION
C1155269,negative regulation of innate immune response,GO_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE
C3157511,regulation of AMPA receptor activity,GO_REGULATION_OF_ALPHA_AMINO_3_HYDROXY_5_METHYL_4_ISOXAZOLE_PROPIONATE_SELECTIVE_GLUTAMATE_RECEPTOR_ACTIVITY
C1159889,regulation of endothelial cell differentiation,GO_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION
C1817662,regulation of norepinephrine secretion,GO_REGULATION_OF_NOREPINEPHRINE_SECRETION
C1818348,glial cell development,GO_GLIAL_CELL_DEVELOPMENT
C2245743,mitochondrial translation,GO_MITOCHONDRIAL_TRANSLATION
C1522928,regulation of retinoic acid receptor signaling pathway,GO_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY
C1748509,striated muscle cell differentiation,GO_STRIATED_MUSCLE_CELL_DIFFERENTIATION
C2256440,regulation of systemic arterial blood pressure,GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE
C1155934,regulation of smooth muscle contraction,GO_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION
C1156419,polyol catabolic process,GO_POLYOL_CATABOLIC_PROCESS
C1155586,second-messenger-mediated signaling,GO_SECOND_MESSENGER_MEDIATED_SIGNALING
C1516364,Cell to Cell Adhesion Signaling Pathway,GO_CELL_CELL_SIGNALING
C1326148,negative regulation of B cell activation,GO_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION
C3157444,"positive regulation of blood coagulation, common pathway",GO_POSITIVE_REGULATION_OF_COAGULATION
