DrugID	Name	Action	TargetID	Symbol	HGNC
DB00145	Glycine		BE0000055	GLRB	HGNC:4329
DB00145	Glycine		BE0000331	SHMT1	HGNC:10850
DB00145	Glycine		BE0000414	GLRA3	HGNC:4328
DB00145	Glycine		BE0000745	GLRA2	HGNC:4327
DB00145	Glycine		BE0000372	GNMT	HGNC:4415
DB00145	Glycine		BE0000347	GATM	HGNC:4175
DB00146	Calcidiol	agonist	BE0000779	VDR	HGNC:12679
DB00147	Pyridoxal		BE0000042	PDXK	HGNC:8819
DB00148	Creatine	ligand	BE0000714	CKM	HGNC:1994
DB00148	Creatine	ligand	BE0000171	CKMT1A	HGNC:31736
DB00148	Creatine	ligand	BE0000082	CKB	HGNC:1991
DB00148	Creatine	ligand	BE0000410	CKMT2	HGNC:1996
DB00148	Creatine		BE0000375	SLC6A8	HGNC:11055
DB00148	Creatine	product of	BE0000567	GAMT	HGNC:4136
DB00149	L-Leucine		BE0000204	LARS2	HGNC:17095
DB00149	L-Leucine		BE0000721	BCAT2	HGNC:977
DB00149	L-Leucine		BE0000517	BCAT1	HGNC:976
DB00149	L-Leucine		BE0000613	LCMT2	HGNC:17558
DB00149	L-Leucine		BE0000450	LCMT1	HGNC:17557
DB00149	L-Leucine		BE0000769	LARS	HGNC:6512
DB00150	L-Tryptophan	inhibitor	BE0002311	WARS2	HGNC:12730
DB00150	L-Tryptophan	inhibitor	BE0000228	WARS	HGNC:12729
DB00151	L-Cysteine		BE0000606	GCLM	HGNC:4312
DB00151	L-Cysteine		BE0000166	GCLC	HGNC:4311
DB00151	L-Cysteine		BE0000529	GOT1	HGNC:4432
DB00151	L-Cysteine		BE0000791	CTH	HGNC:2501
DB00151	L-Cysteine		BE0000323	CBS	HGNC:1550
DB00151	L-Cysteine		BE0000701	CARS	HGNC:1493
DB00151	L-Cysteine		BE0001145	MGMT	HGNC:7059
DB00151	L-Cysteine		BE0000185	GSS	HGNC:4624
DB00151	L-Cysteine		BE0000963	SLC19A3	HGNC:16266
DB00151	L-Cysteine		BE0002312	CARS2	HGNC:25695
DB00151	L-Cysteine		BE0000079	CSAD	HGNC:18966
DB00151	L-Cysteine		BE0000151	NFS1	HGNC:15910
DB00151	L-Cysteine		BE0000569	CDO1	HGNC:1795
DB00152	Thiamine	ligand	BE0000157	TPK1	HGNC:17358
DB00152	Thiamine	binder	BE0003530	SLC19A2	HGNC:10938
DB00153	Ergocalciferol	agonist	BE0000779	VDR	HGNC:12679
DB00154	Dihomo-gamma-linolenic acid	inhibitor	BE0000017	PTGS1	HGNC:9604
DB00154	Dihomo-gamma-linolenic acid		BE0000262	PTGS2	HGNC:9605
DB00155	L-Citrulline		BE0000671	ASS1	HGNC:758
DB00155	L-Citrulline		BE0000608	DDAH2	HGNC:2716
DB00155	L-Citrulline		BE0000766	DDAH1	HGNC:2715
DB00155	L-Citrulline		BE0000306	OTC	HGNC:8512
DB00155	L-Citrulline		BE0000067	NOS1	HGNC:7872
DB00155	L-Citrulline		BE0000005	NOS2	HGNC:7873
DB00155	L-Citrulline		BE0000263	NOS3	HGNC:7876
DB00155	L-Citrulline		BE0002313	PADI6	HGNC:20449
DB00155	L-Citrulline		BE0002314	PADI1	HGNC:18367
DB00155	L-Citrulline		BE0002315	PADI3	HGNC:18337
DB00155	L-Citrulline		BE0002316	PADI2	HGNC:18341
DB00155	L-Citrulline		BE0001092	PADI4	HGNC:18368
DB00156	L-Threonine		BE0000482	THNSL1	HGNC:26160
DB00156	L-Threonine		BE0000234	TARS	HGNC:11572
DB00156	L-Threonine		BE0002317	TARS2	HGNC:30740
DB00157	NADH		BE0000645	UGDH	HGNC:12525
DB00157	NADH		BE0000227	ADH1A	HGNC:249
DB00157	NADH		BE0000299	SORD	HGNC:11184
DB00157	NADH		BE0000360	ADH4	HGNC:252
DB00157	NADH		BE0000465	ADH1C	HGNC:251
DB00157	NADH		BE0000400	ADH1B	HGNC:250
DB00157	NADH		BE0000522	ADH7	HGNC:256
DB00157	NADH		BE0000208	GPD1	HGNC:4455
DB00157	NADH		BE0000297	LDHAL6A	HGNC:28335
DB00157	NADH		BE0000009	ADH5	HGNC:253
DB00157	NADH		BE0000747	AKR1B1	HGNC:381
DB00157	NADH		BE0000317	HSD17B10	HGNC:4800
DB00157	NADH		BE0000780	MDH2	HGNC:6971
DB00157	NADH		BE0000425	LDHA	HGNC:6535
DB00157	NADH		BE0000148	ME2	HGNC:6984
DB00157	NADH		BE0000408	HSD17B4	HGNC:5213
DB00157	NADH		BE0000100	LDHAL6B	HGNC:21481
DB00157	NADH		BE0000149	LDHC	HGNC:6544
DB00157	NADH		BE0000068	LDHB	HGNC:6541
DB00157	NADH		BE0000586	EHHADH	HGNC:3247
DB00157	NADH		BE0000377	HADH	HGNC:4799
DB00157	NADH		BE0000328	ME3	HGNC:6985
DB00157	NADH		BE0000175	BDH1	HGNC:1027
DB00157	NADH		BE0000589	MDH1	HGNC:6970
DB00157	NADH		BE0000128	HIBADH	HGNC:4907
DB00157	NADH		BE0000336	HSD17B3	HGNC:5212
DB00157	NADH		BE0000574	HMGCR	HGNC:5006
DB00157	NADH		BE0000604	ME1	HGNC:6983
DB00157	NADH		BE0000161	PHGDH	HGNC:8923
DB00157	NADH		BE0000184	HSD17B7	HGNC:5215
DB00157	NADH		BE0000771	IDH3G	HGNC:5386
DB00157	NADH		BE0000559	IDH3B	HGNC:5385
DB00157	NADH		BE0000011	IDH3A	HGNC:5384
DB00157	NADH		BE0000194	HSD17B1	HGNC:5210
DB00157	NADH		BE0000006	HSD17B2	HGNC:5211
DB00157	NADH		BE0000570	RDH5	HGNC:9940
DB00157	NADH		BE0000357	H6PD	HGNC:4795
DB00157	NADH		BE0000578	HSD17B8	HGNC:3554
DB00157	NADH		BE0000438	AKR1C4	HGNC:387
DB00157	NADH		BE0000722	IMPDH2	HGNC:6053
DB00157	NADH		BE0000592	AKR1C3	HGNC:386
DB00157	NADH		BE0000552	HPGD	HGNC:5154
DB00157	NADH		BE0000662	TSTA3	HGNC:12390
DB00157	NADH		BE0000126	AKR1C1	HGNC:384
DB00157	NADH		BE0000329	HSD11B1	HGNC:5208
DB00157	NADH		BE0000059	HSD3B2	HGNC:5218
DB00157	NADH		BE0000051	HSD3B1	HGNC:5217
DB00157	NADH		BE0000761	IMPDH1	HGNC:6052
DB00157	NADH		BE0000260	HADHA	HGNC:4801
DB00157	NADH		BE0000133	ALDH2	HGNC:404
DB00157	NADH		BE0000131	HSD11B2	HGNC:5209
DB00157	NADH		BE0000622	AKR1C2	HGNC:385
DB00157	NADH		BE0000044	NSDHL	HGNC:13398
DB00157	NADH		BE0000193	ALDH3B2	HGNC:411
DB00157	NADH		BE0000231	ALDH6A1	HGNC:7179
DB00157	NADH		BE0000718	ALDH3A1	HGNC:405
DB00157	NADH		BE0000554	ALDH1A1	HGNC:402
DB00157	NADH		BE0000720	GAPDHS	HGNC:24864
DB00157	NADH		BE0000287	ALDH9A1	HGNC:412
DB00157	NADH		BE0000583	ALDH1A3	HGNC:409
DB00157	NADH		BE0000479	ALDH1B1	HGNC:407
DB00157	NADH		BE0000446	ALDH3B1	HGNC:410
DB00157	NADH		BE0000542	GAPDH	HGNC:4141
DB00157	NADH		BE0000513	ALDH1A2	HGNC:15472
DB00157	NADH		BE0000600	ALDH3A2	HGNC:403
DB00157	NADH		BE0000152	ALDH5A1	HGNC:408
DB00157	NADH		BE0000135	ALDH7A1	HGNC:877
DB00157	NADH		BE0000595	BLVRB	HGNC:1063
DB00157	NADH		BE0000728	PYCR2	HGNC:30262
DB00157	NADH		BE0000225	PYCR1	HGNC:9721
DB00157	NADH		BE0000180	GLUD1	HGNC:4335
DB00157	NADH		BE0000098	PDHB	HGNC:8808
DB00157	NADH		BE0000609	PDHA2	HGNC:8807
DB00157	NADH		BE0000571	PDHA1	HGNC:8806
DB00157	NADH		BE0000741	BLVRA	HGNC:1062
DB00157	NADH		BE0000762	ACADS	HGNC:90
DB00157	NADH		BE0000330	DHFR	HGNC:2861
DB00157	NADH		BE0000162	OGDH	HGNC:8124
DB00157	NADH		BE0000755	GLUD2	HGNC:4336
DB00157	NADH		BE0000031	DHCR7	HGNC:2860
DB00157	NADH		BE0000220	NQO2	HGNC:7856
DB00157	NADH	binder	BE0000655	MT-ND2	HGNC:7456
DB00157	NADH		BE0000073	AASS	HGNC:17366
DB00157	NADH	binder	BE0000196	MT-ND3	HGNC:7458
DB00157	NADH		BE0000307	NDUFS7	HGNC:7714
DB00157	NADH		BE0000617	MTHFD1	HGNC:7432
DB00157	NADH		BE0000268	MTHFD2	HGNC:7434
DB00157	NADH		BE0000244	ALDH4A1	HGNC:406
DB00157	NADH		BE0000160	CYB5R3	HGNC:2873
DB00157	NADH		BE0000541	NDUFA11	HGNC:20371
DB00157	NADH		BE0000551	MT-ND4	HGNC:7459
DB00157	NADH		BE0000540	QDPR	HGNC:9752
DB00157	NADH	binder	BE0000503	MT-ND1	HGNC:7455
DB00157	NADH		BE0000008	NNT	HGNC:7863
DB00157	NADH		BE0000473	NDUFA5	HGNC:7688
DB00157	NADH		BE0000305	NDUFA9	HGNC:7693
DB00157	NADH		BE0000272	MT-ND4L	HGNC:7460
DB00157	NADH		BE0000081	NDUFA10	HGNC:7684
DB00157	NADH		BE0000401	NDUFA7	HGNC:7691
DB00157	NADH		BE0000224	NDUFA1	HGNC:7683
DB00157	NADH		BE0000348	MT-ND6	HGNC:7462
DB00157	NADH		BE0000580	MT-ND5	HGNC:7461
DB00157	NADH		BE0000169	NDUFA4	HGNC:7687
DB00157	NADH		BE0000213	NDUFA6	HGNC:7690
DB00157	NADH		BE0000545	NDUFAB1	HGNC:7694
DB00157	NADH		BE0000550	NDUFA2	HGNC:7685
DB00157	NADH		BE0000367	NDUFA8	HGNC:7692
DB00157	NADH		BE0000684	NDUFA3	HGNC:7686
DB00157	NADH		BE0000676	NDUFB8	HGNC:7703
DB00157	NADH		BE0000173	NDUFC2	HGNC:7706
DB00157	NADH		BE0000338	NDUFB1	HGNC:7695
DB00157	NADH		BE0000493	NDUFS1	HGNC:7707
DB00157	NADH		BE0000245	NDUFB10	HGNC:7696
DB00157	NADH		BE0000295	NDUFB4	HGNC:7699
DB00157	NADH		BE0000284	NDUFB3	HGNC:7698
DB00157	NADH		BE0000427	NDUFB2	HGNC:7697
DB00157	NADH		BE0000512	NDUFB7	HGNC:7702
DB00157	NADH		BE0000596	NDUFB9	HGNC:7704
DB00157	NADH		BE0000729	NDUFS2	HGNC:7708
DB00157	NADH		BE0000243	NDUFB5	HGNC:7700
DB00157	NADH		BE0000313	NDUFC1	HGNC:7705
DB00157	NADH		BE0000376	NDUFB6	HGNC:7701
DB00157	NADH		BE0000027	NDUFV3	HGNC:7719
DB00157	NADH		BE0000737	DLD	HGNC:2898
DB00157	NADH		BE0000191	NDUFS3	HGNC:7710
DB00157	NADH		BE0000648	GSR	HGNC:4623
DB00157	NADH		BE0000754	NDUFA12	HGNC:23987
DB00157	NADH		BE0000089	NDUFS5	HGNC:7712
DB00157	NADH		BE0000500	NDUFS4	HGNC:7711
DB00157	NADH		BE0000485	NDUFV1	HGNC:7716
DB00157	NADH		BE0000137	NDUFV2	HGNC:7717
DB00157	NADH		BE0000525	NDUFA13	HGNC:17194
DB00157	NADH		BE0000569	CDO1	HGNC:1795
DB00157	NADH		BE0000093	NDUFS6	HGNC:7713
DB00157	NADH		BE0000319	NDUFA4L2	HGNC:29836
DB00157	NADH		BE0000037	NDUFS8	HGNC:7715
DB00157	NADH		BE0000421	CYP4A11	HGNC:2642
DB00157	NADH		BE0000065	DLAT	HGNC:2896
DB00157	NADH		BE0000010	AMT	HGNC:473
DB00157	NADH		BE0000096	MSMO1	HGNC:10545
DB00157	NADH		BE0000735	HMOX1	HGNC:5013
DB00157	NADH		BE0000587	HMOX2	HGNC:5014
DB00157	NADH		BE0000344	CYP17A1	HGNC:2593
DB00157	NADH		BE0000252	TYR	HGNC:12442
DB00158	Folic Acid	binder	BE0000271	FOLR2	HGNC:3793
DB00158	Folic Acid	binder	BE0000652	FOLR3	HGNC:3795
DB00159	Icosapent	inhibitor	BE0000262	PTGS2	HGNC:9605
DB00159	Icosapent	inhibitor	BE0000017	PTGS1	HGNC:9604
DB00159	Icosapent	agonist	BE0000215	PPARG	HGNC:9236
DB00159	Icosapent	agonist	BE0001007	PPARD	HGNC:9235
DB00159	Icosapent	agonist	BE0000888	FADS1	HGNC:3574
DB00159	Icosapent	inducer	BE0000996	ACSL4	HGNC:3571
DB00159	Icosapent	inducer	BE0001093	ACSL3	HGNC:3570
DB00159	Icosapent	agonist	BE0000688	FFAR1	HGNC:4498
DB00159	Icosapent	inhibitor	BE0000986	SLC8A1	HGNC:11068
DB00159	Icosapent	inducer	BE0001023	TRPV1	HGNC:12716
DB00160	L-Alanine		BE0000316	AGXT	HGNC:341
DB00160	L-Alanine	inhibitor	BE0000253	ABAT	HGNC:23
DB00160	L-Alanine		BE0000392	KYNU	HGNC:6469
DB00160	L-Alanine		BE0002318	AARS2	HGNC:21022
DB00160	L-Alanine		BE0002164	PHYKPL	HGNC:28249
DB00160	L-Alanine		BE0002166	GPT2	HGNC:18062
DB00160	L-Alanine		BE0000667	GPT	HGNC:4552
DB00160	L-Alanine		BE0000151	NFS1	HGNC:15910
DB00160	L-Alanine		BE0000536	SLC36A1	HGNC:18761
DB00160	L-Alanine		BE0000789	SLC7A8	HGNC:11066
DB00160	L-Alanine		BE0000102	AGXT2	HGNC:14412
DB00160	L-Alanine		BE0000294	AARS	HGNC:20
DB00160	L-Alanine		BE0000480	SLC1A4	HGNC:10942
DB00161	L-Valine		BE0000544	PCCB	HGNC:8654
DB00161	L-Valine		BE0000517	BCAT1	HGNC:976
DB00161	L-Valine		BE0000223	VARS	HGNC:12651
DB00162	Vitamin A		BE0000726	RDH12	HGNC:19977
DB00162	Vitamin A		BE0002319	DHRS3	HGNC:17693
DB00162	Vitamin A		BE0000583	ALDH1A3	HGNC:409
DB00162	Vitamin A		BE0002320	RETSAT	HGNC:25991
DB00162	Vitamin A		BE0002321	RDH11	HGNC:17964
DB00162	Vitamin A		BE0000032	DHRS4	HGNC:16985
DB00162	Vitamin A		BE0002322	RDH14	HGNC:19979
DB00162	Vitamin A		BE0002323	RDH8	HGNC:14423
DB00162	Vitamin A		BE0000900	LRAT	HGNC:6685
DB00162	Vitamin A		BE0000301	RBP1	HGNC:9919
DB00162	Vitamin A		BE0000570	RDH5	HGNC:9940
DB00162	Vitamin A		BE0000593	RDH13	HGNC:19978
DB00162	Vitamin A		BE0000255	RBP3	HGNC:9921
DB00162	Vitamin A		BE0000513	ALDH1A2	HGNC:15472
DB00162	Vitamin A		BE0000554	ALDH1A1	HGNC:402
DB00162	Vitamin A		BE0000786	RLBP1	HGNC:10024
DB00163	Vitamin E		BE0000956	NR1I2	HGNC:7968
DB00163	Vitamin E		BE0000872	PRKCB	HGNC:9395
DB00163	Vitamin E		BE0000248	ALOX5	HGNC:435
DB00163	Vitamin E		BE0001132	PRKCA	HGNC:9393
DB00163	Vitamin E		BE0002324	DGKA	HGNC:2849
DB00163	Vitamin E		BE0002325	PPP2CB	HGNC:9300
DB00163	Vitamin E		BE0002326	PPP2CA	HGNC:9299
DB00163	Vitamin E		BE0000076	SEC14L4	HGNC:20627
DB00163	Vitamin E		BE0000339	SEC14L3	HGNC:18655
DB00163	Vitamin E		BE0000256	SEC14L2	HGNC:10699
DB00165	Pyridoxine	ligand	BE0000042	PDXK	HGNC:8819
DB00166	Lipoic Acid		BE0000040	LIPT1	HGNC:29569
DB00166	Lipoic Acid		BE0002327	LIAS	HGNC:16429
DB00166	Lipoic Acid		BE0000094	SLC5A6	HGNC:11041
DB00167	L-Isoleucine		BE0002328	IARS2	HGNC:29685
DB00167	L-Isoleucine		BE0000573	ACADSB	HGNC:91
DB00167	L-Isoleucine		BE0000517	BCAT1	HGNC:976
DB00167	L-Isoleucine		BE0000721	BCAT2	HGNC:977
DB00167	L-Isoleucine		BE0000491	IARS	HGNC:5330
DB00168	Aspartame	inducer	BE0001023	TRPV1	HGNC:12716
DB00168	Aspartame	agonist	BE0000395	TAS1R2	HGNC:14905
DB00169	Cholecalciferol	agonist	BE0000779	VDR	HGNC:12679
DB00170	Menadione	cofactor	BE0000403	GGCX	HGNC:4247
DB00170	Menadione	cofactor	BE0000713	VKORC1	HGNC:23663
DB00170	Menadione	cofactor	BE0002329	VKORC1L1	HGNC:21492
DB00170	Menadione	activator	BE0000048	F2	HGNC:3535
DB00170	Menadione	activator	BE0000333	F7	HGNC:3544
DB00170	Menadione	activator	BE0000364	F9	HGNC:3551
DB00170	Menadione	activator	BE0000216	F10	HGNC:3528
DB00170	Menadione	activator	BE0000380	PROC	HGNC:9451
DB00170	Menadione	activator	BE0000943	PROS1	HGNC:9456
DB00170	Menadione	activator	BE0000547	PROZ	HGNC:9460
DB00170	Menadione		BE0000220	NQO2	HGNC:7856
DB00170	Menadione		BE0001184	NQO1	HGNC:2874
DB00170	Menadione	agonist	BE0000724	BGLAP	HGNC:1043
DB00171	ATP	inhibitor	BE0000435	ABL2	HGNC:77
DB00171	ATP		BE0001032	ABCB1	HGNC:40
DB00171	ATP		BE0001168	ABCG1	HGNC:73
DB00171	ATP		BE0001069	ABCC2	HGNC:53
DB00171	ATP		BE0000119	ABCA1	HGNC:29
DB00171	ATP		BE0000350	ACSS2	HGNC:15814
DB00171	ATP		BE0000359	ALK	HGNC:427
DB00171	ATP		BE0000202	NAE1	HGNC:621
DB00171	ATP		BE0000677	PRKAA1	HGNC:9376
DB00171	ATP		BE0000434	ARAF	HGNC:646
DB00171	ATP		BE0000459	ACVRL1	HGNC:175
DB00171	ATP		BE0000639	ACSL1	HGNC:3569
DB00171	ATP		BE0000261	NT5C2	HGNC:8022
DB00171	ATP		BE0000750	ASNA1	HGNC:752
DB00171	ATP		BE0000469	ABCC9	HGNC:60
DB00171	ATP		BE0000428	AKT1	HGNC:391
DB00171	ATP		BE0000341	GRK2	HGNC:289
DB00171	ATP		BE0000310	APAF1	HGNC:576
DB00171	ATP		BE0000746	ACSS1	HGNC:16091
DB00171	ATP		BE0000665	ACVR1B	HGNC:172
DB00171	ATP		BE0000264	ACVR1	HGNC:171
DB00171	ATP		BE0000703	ABCB11	HGNC:42
DB00171	ATP		BE0000219	ASNS	HGNC:753
DB00171	ATP		BE0000437	CDK15	HGNC:14434
DB00171	ATP		BE0000599	SLC25A4	HGNC:10990
DB00171	ATP		BE0000207	ABCC8	HGNC:59
DB00171	ATP		BE0000671	ASS1	HGNC:758
DB00171	ATP		BE0000139	AFG3L2	HGNC:315
DB00171	ATP		BE0000018	GRK3	HGNC:290
DB00171	ATP		BE0000675	AMHR2	HGNC:465
DB00171	ATP		BE0000772	TNK2	HGNC:19297
DB00171	ATP	inhibitor	BE0000014	ABL1	HGNC:76
DB00171	ATP		BE0000269	ADCY1	HGNC:232
DB00172	L-Proline		BE0002253	P4HA2	HGNC:8547
DB00172	L-Proline		BE0002330	PRODH	HGNC:9453
DB00172	L-Proline		BE0002331	PPIH	HGNC:14651
DB00172	L-Proline		BE0002149	PLPBP	HGNC:9457
DB00172	L-Proline		BE0000060	P4HA1	HGNC:8546
DB00172	L-Proline	binder	BE0002332	PPIB	HGNC:9255
DB00172	L-Proline		BE0001399	PPIF	HGNC:9259
DB00172	L-Proline		BE0002333	PPIC	HGNC:9256
DB00172	L-Proline	binder	BE0001014	PPIA	HGNC:9253
DB00172	L-Proline		BE0002334	PPIG	HGNC:14650
DB00172	L-Proline		BE0002202	P3H1	HGNC:19316
DB00172	L-Proline		BE0002336	PARS2	HGNC:30563
DB00172	L-Proline		BE0002206	P3H2	HGNC:19317
DB00172	L-Proline		BE0002208	P3H3	HGNC:19318
DB00172	L-Proline		BE0004615	PYCR3	HGNC:25846
DB00172	L-Proline		BE0002337	L3HYPDH	HGNC:20488
DB00172	L-Proline		BE0000225	PYCR1	HGNC:9721
DB00172	L-Proline		BE0000188	EPRS	HGNC:3418
DB00172	L-Proline		BE0000423	SLC6A14	HGNC:11047
DB00172	L-Proline		BE0000723	SLC6A7	HGNC:11054
DB00172	L-Proline		BE0000728	PYCR2	HGNC:30262
DB00173	Adenine		BE0000115	APRT	HGNC:626
DB00173	Adenine		BE0000702	ACACB	HGNC:85
DB00173	Adenine		BE0003786	ACP1	HGNC:122
DB00173	Adenine		BE0002791	PECR	HGNC:18281
DB00173	Adenine		BE0004323	SRPK2	HGNC:11306
DB00173	Adenine		BE0001128	MTAP	HGNC:7413
DB00174	L-Asparagine		BE0000236	SLC1A5	HGNC:10943
DB00174	L-Asparagine		BE0002230	ASRGL1	HGNC:16448
DB00174	L-Asparagine		BE0002338	NARS2	HGNC:26274
DB00174	L-Asparagine		BE0000285	SLC38A3	HGNC:18044
DB00174	L-Asparagine		BE0000219	ASNS	HGNC:753
DB00174	L-Asparagine		BE0000607	NARS	HGNC:7643
DB00175	Pravastatin	inhibitor	BE0000574	HMGCR	HGNC:5006
DB00176	Fluvoxamine	inhibitor	BE0000749	SLC6A4	HGNC:11050
DB00177	Valsartan	antagonist	BE0000062	AGTR1	HGNC:336
DB00178	Ramipril	inhibitor	BE0000221	ACE	HGNC:2707
DB00179	Masoprocol	inhibitor	BE0000248	ALOX5	HGNC:435
DB00180	Flunisolide	agonist	BE0000794	NR3C1	HGNC:7978
DB00181	Baclofen	agonist	BE0000217	GABBR1	HGNC:4070
DB00181	Baclofen	agonist	BE0002340	GABBR2	HGNC:4507
DB00182	Amphetamine	inhibitor	BE0000118	SLC18A2	HGNC:10935
DB00182	Amphetamine	negative modulator	BE0000647	SLC6A3	HGNC:11049
DB00182	Amphetamine	agonist	BE0000867	CARTPT	HGNC:24323
DB00182	Amphetamine	agonist	BE0001044	TAAR1	HGNC:17734
DB00182	Amphetamine	stimulator	BE0000486	SLC6A2	HGNC:11048
DB00182	Amphetamine	agonist	BE0004888	ADRA2C	HGNC:283
DB00182	Amphetamine	agonist	BE0004872	ADRB3	HGNC:288
DB00182	Amphetamine	binder	BE0000756	DRD2	HGNC:3023
DB00182	Amphetamine		BE0002196	MAOB	HGNC:6834
DB00182	Amphetamine	binder	BE0000749	SLC6A4	HGNC:11050
DB00182	Amphetamine	inhibitor	BE0004909	MAOB	HGNC:6834
DB00183	Pentagastrin	agonist	BE0001158	CCKBR	HGNC:1571
DB00184	Nicotine	agonist	BE0000849	CHRNA4	HGNC:1958
DB00184	Nicotine	agonist	BE0002341	CHRNA7	HGNC:1960
DB00184	Nicotine	agonist	BE0000850	CHRNB2	HGNC:1962
DB00184	Nicotine	agonist	BE0000738	CHRNA2	HGNC:1956
DB00184	Nicotine	agonist	BE0003585	CHRNA3	HGNC:1957
DB00184	Nicotine	agonist	BE0003586	CHRNA5	HGNC:1959
DB00184	Nicotine	agonist	BE0003587	CHRNA6	HGNC:15963
DB00184	Nicotine	agonist	BE0002343	CHRNA9	HGNC:14079
DB00184	Nicotine	agonist	BE0000411	CHRNA10	HGNC:13800
DB00184	Nicotine	agonist	BE0003588	CHRNB3	HGNC:1963
DB00184	Nicotine	agonist	BE0003584	CHRNB4	HGNC:1964
DB00184	Nicotine		BE0002090	CYP19A1	HGNC:2594
DB00184	Nicotine		BE0000519	CHAT	HGNC:1912
DB00185	Cevimeline	agonist	BE0000045	CHRM3	HGNC:1952
DB00185	Cevimeline	agonist	BE0000092	CHRM1	HGNC:1950
DB00186	Lorazepam	positive allosteric modulator	BE0004797	GABRQ	HGNC:14454
DB00186	Lorazepam	other	BE0000736	TSPO	HGNC:1158
DB00187	Esmolol	antagonist	BE0000172	ADRB1	HGNC:285
DB00188	Bortezomib	inhibitor	BE0002348	PSMB5	HGNC:9542
DB00188	Bortezomib	inhibitor	BE0002347	PSMB1	HGNC:9537
DB00189	Ethchlorvynol	positive allosteric modulator	BE0004797	GABRQ	HGNC:14454
DB00190	Carbidopa	inhibitor	BE0002151	DDC	HGNC:2719
DB00191	Phentermine	inhibitor	BE0000486	SLC6A2	HGNC:11048
DB00191	Phentermine	inhibitor	BE0000749	SLC6A4	HGNC:11050
DB00191	Phentermine	inhibitor	BE0000647	SLC6A3	HGNC:11049
DB00191	Phentermine	antagonist	BE0002198	MAOA	HGNC:6833
DB00191	Phentermine	antagonist	BE0002196	MAOB	HGNC:6834
DB00192	Indecainide	inhibitor	BE0000197	SCN5A	HGNC:10593
DB00193	Tramadol	agonist	BE0000770	OPRM1	HGNC:8156
DB00193	Tramadol	inhibitor	BE0000486	SLC6A2	HGNC:11048
DB00193	Tramadol	inhibitor	BE0000749	SLC6A4	HGNC:11050
DB00193	Tramadol	antagonist	BE0000533	HTR2C	HGNC:5295
DB00193	Tramadol	agonist	BE0000632	OPRK1	HGNC:8154
DB00193	Tramadol	agonist	BE0000420	OPRD1	HGNC:8153
DB00193	Tramadol	antagonist	BE0000641	GRIN3A	HGNC:16767
DB00193	Tramadol	antagonist	BE0000045	CHRM3	HGNC:1952
DB00195	Betaxolol	antagonist	BE0000172	ADRB1	HGNC:285
DB00195	Betaxolol	antagonist	BE0000694	ADRB2	HGNC:286
DB00197	Troglitazone	agonist	BE0000215	PPARG	HGNC:9236
DB00197	Troglitazone	inhibitor	BE0000996	ACSL4	HGNC:3571
DB00197	Troglitazone	antagonist	BE0000240	SERPINE1	HGNC:8583
DB00197	Troglitazone	inhibitor	BE0001204	SLC29A1	HGNC:11003
DB00197	Troglitazone	inverse agonist	BE0002088	ESRRG	HGNC:3474
DB00197	Troglitazone	inverse agonist	BE0003722	ESRRA	HGNC:3471
DB00198	Oseltamivir	other	BE0002705	CES1	HGNC:1863
DB00198	Oseltamivir	inhibitor	BE0000914	NEU1	HGNC:7758
DB00198	Oseltamivir	inhibitor	BE0003200	NEU2	HGNC:7759
DB00199	Erythromycin		BE0003521	MLNR	HGNC:4495
DB00199	Erythromycin	inhibitor	BE0000090	KCNH2	HGNC:6251
DB00199	Erythromycin	binder	BE0000530	ALB	HGNC:399
DB00200	Hydroxocobalamin	cofactor	BE0000734	MTR	HGNC:7468
DB00200	Hydroxocobalamin	cofactor	BE0000777	MUT	HGNC:7526
DB00200	Hydroxocobalamin	other	BE0000763	MTRR	HGNC:7473
DB00200	Hydroxocobalamin	other/unknown	BE0000320	MMAA	HGNC:18871
DB00200	Hydroxocobalamin	other	BE0000238	TCN1	HGNC:11652
DB00200	Hydroxocobalamin	other	BE0000340	AMN	HGNC:14604
DB00200	Hydroxocobalamin	other	BE0000936	CUBN	HGNC:2548
DB00200	Hydroxocobalamin	other	BE0000456	MMAB	HGNC:19331
DB00200	Hydroxocobalamin	other/unknown	BE0002175	MMACHC	HGNC:24525
DB00201	Caffeine	antagonist;multitarget	BE0000013	ADORA1	HGNC:262
DB00201	Caffeine	antagonist;multitarget	BE0000924	ADORA2A	HGNC:263
DB00201	Caffeine	inhibitor	BE0000487	PDE4B	HGNC:8781
DB00201	Caffeine		BE0000739	RYR1	HGNC:10483
DB00201	Caffeine		BE0004922	PDE6B	HGNC:8786
DB00201	Caffeine		BE0002385	PRKDC	HGNC:9413
DB00201	Caffeine		BE0002406	PIK3CD	HGNC:8977
DB00201	Caffeine		BE0002379	PIK3CA	HGNC:8975
DB00201	Caffeine		BE0002407	PIK3CB	HGNC:8976
DB00201	Caffeine		BE0004914	ITPR3	HGNC:6182
DB00201	Caffeine		BE0004874	ATM	HGNC:795
DB00202	Succinylcholine	agonist	BE0000411	CHRNA10	HGNC:13800
DB00202	Succinylcholine	agonist	BE0000092	CHRM1	HGNC:1950
DB00202	Succinylcholine	agonist	BE0000560	CHRM2	HGNC:1951
DB00202	Succinylcholine	agonist	BE0000045	CHRM3	HGNC:1952
