disease_id	disease_name	symptom_id	symptom_name
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0234215	sensory discomfort
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C1305739	presence of q wave
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0027497	nausea
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0858924	general discomfort
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0009806	constipation
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0030252	palpitation
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0000737	pain abdominal
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0018834	heartburn
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0038990	sweat
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0700590	sweating increased
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0004093	asthenia
UMLS:C0036690	septicemia	UMLS:C0015967	fever
UMLS:C0243026	systemic infection	UMLS:C0015967	fever
UMLS:C1090821	sepsis (invertebrate)	UMLS:C0015967	fever
UMLS:C0036690	septicemia	UMLS:C0476273	distress respiratory
UMLS:C0243026	systemic infection	UMLS:C0476273	distress respiratory
UMLS:C1090821	sepsis (invertebrate)	UMLS:C0476273	distress respiratory
UMLS:C0036690	septicemia	UMLS:C0020649	hypotension
UMLS:C0243026	systemic infection	UMLS:C0020649	hypotension
UMLS:C1090821	sepsis (invertebrate)	UMLS:C0020649	hypotension
UMLS:C0036690	septicemia	UMLS:C0231835	tachypnea
UMLS:C0243026	systemic infection	UMLS:C0231835	tachypnea
UMLS:C1090821	sepsis (invertebrate)	UMLS:C0231835	tachypnea
UMLS:C0036690	septicemia	UMLS:C0085593	chill
UMLS:C0243026	systemic infection	UMLS:C0085593	chill
UMLS:C1090821	sepsis (invertebrate)	UMLS:C0085593	chill
UMLS:C0036690	septicemia	UMLS:C0023380	lethargy
UMLS:C0243026	systemic infection	UMLS:C0023380	lethargy
UMLS:C1090821	sepsis (invertebrate)	UMLS:C0023380	lethargy
UMLS:C0036690	septicemia	UMLS:C0428977	bradycardia
UMLS:C0243026	systemic infection	UMLS:C0428977	bradycardia
UMLS:C1090821	sepsis (invertebrate)	UMLS:C0428977	bradycardia
UMLS:C0036690	septicemia	UMLS:C0006157	breech presentation
UMLS:C0243026	systemic infection	UMLS:C0006157	breech presentation
UMLS:C1090821	sepsis (invertebrate)	UMLS:C0006157	breech presentation
UMLS:C0036690	septicemia	UMLS:C0010520	cyanosis
UMLS:C0243026	systemic infection	UMLS:C0010520	cyanosis
UMLS:C1090821	sepsis (invertebrate)	UMLS:C0010520	cyanosis
UMLS:C0036690	septicemia	UMLS:C0233308	spontaneous rupture of membranes
UMLS:C0243026	systemic infection	UMLS:C0233308	spontaneous rupture of membranes
UMLS:C1090821	sepsis (invertebrate)	UMLS:C0233308	spontaneous rupture of membranes
UMLS:C0036690	septicemia	UMLS:C0019080	haemorrhage
UMLS:C0243026	systemic infection	UMLS:C0019080	haemorrhage
UMLS:C1090821	sepsis (invertebrate)	UMLS:C0019080	haemorrhage
UMLS:C0036690	septicemia	UMLS:C0241526	unresponsiveness
UMLS:C0243026	systemic infection	UMLS:C0241526	unresponsiveness
UMLS:C1090821	sepsis (invertebrate)	UMLS:C0241526	unresponsiveness
UMLS:C0036690	septicemia	UMLS:C0034642	rale
UMLS:C0243026	systemic infection	UMLS:C0034642	rale
UMLS:C1090821	sepsis (invertebrate)	UMLS:C0034642	rale
UMLS:C0036690	septicemia	UMLS:C0277797	apyrexial
UMLS:C0243026	systemic infection	UMLS:C0277797	apyrexial
UMLS:C1090821	sepsis (invertebrate)	UMLS:C0277797	apyrexial
UMLS:C0149871	deep vein thrombosis	UMLS:C0038999	swelling
UMLS:C0149871	deep vein thrombosis	UMLS:C0030193	pain
UMLS:C0149871	deep vein thrombosis	UMLS:C0013491	ecchymosis
UMLS:C0149871	deep vein thrombosis	UMLS:C0392680	shortness of breath
UMLS:C0149871	deep vein thrombosis	UMLS:C0023222	pain in lower limb
UMLS:C0149871	deep vein thrombosis	UMLS:C0018800	cardiomegaly
UMLS:C0149871	deep vein thrombosis	UMLS:C0034642	rale
UMLS:C0149871	deep vein thrombosis	UMLS:C0041834	erythema
UMLS:C0149871	deep vein thrombosis	UMLS:C0020649	hypotension
UMLS:C0149871	deep vein thrombosis	UMLS:C0009024	clonus
UMLS:C0149871	deep vein thrombosis	UMLS:C0850149	non-productive cough
UMLS:C0149871	deep vein thrombosis	UMLS:C0332575	redness
UMLS:C0011175	dehydration	UMLS:C0015967	fever
UMLS:C0011175	dehydration	UMLS:C0011991	diarrhea
UMLS:C0011175	dehydration	UMLS:C0042963	vomiting
UMLS:C0011175	dehydration	UMLS:C0020649	hypotension
UMLS:C0011175	dehydration	UMLS:C0027497	nausea
UMLS:C0011175	dehydration	UMLS:C0220870	lightheadedness
UMLS:C0011175	dehydration	UMLS:C0857256	unwell
UMLS:C0011175	dehydration	UMLS:C0856054	mental status changes
UMLS:C0011175	dehydration	UMLS:C0003123	anorexia
UMLS:C0011175	dehydration	UMLS:C0004093	asthenia
UMLS:C0011175	dehydration	UMLS:C0234215	sensory discomfort
UMLS:C0011175	dehydration	UMLS:C0039070	syncope
UMLS:C0011175	dehydration	UMLS:C0023380	lethargy
UMLS:C0011175	dehydration	UMLS:C0012833	dizziness
UMLS:C0011175	dehydration	UMLS:C0039070	syncope
UMLS:C0011175	dehydration	UMLS:C0312422	blackout
UMLS:C0011175	dehydration	UMLS:C0424533	history of - blackout
UMLS:C0027651	neoplasm	UMLS:C0577559	mass of body structure
UMLS:C0027651	neoplasm	UMLS:C0221198	lesion
UMLS:C0027651	neoplasm	UMLS:C0008031	pain chest
UMLS:C0027651	neoplasm	UMLS:C0018965	hematuria
UMLS:C0027651	neoplasm	UMLS:C1269955	tumor cell invasion
UMLS:C0027651	neoplasm	UMLS:C0030193	pain
UMLS:C0027651	neoplasm	UMLS:C0003126	anosmia
UMLS:C0027651	neoplasm	UMLS:C0205400	thicken
UMLS:C0027651	neoplasm	UMLS:C1513183	metastatic lesion
UMLS:C0027651	neoplasm	UMLS:C0149696	food intolerance
UMLS:C0027651	neoplasm	UMLS:C0043096	decreased body weight
UMLS:C0027651	neoplasm	UMLS:C0028081	night sweat
UMLS:C0027651	neoplasm	UMLS:C0271202	hemianopsia homonymous
UMLS:C0027651	neoplasm	UMLS:C0239233	satiety early
UMLS:C0027651	neoplasm	UMLS:C0000737	pain abdominal
UMLS:C0027651	neoplasm	UMLS:C0018681	headache
UMLS:C0034065	embolism pulmonary	UMLS:C0392680	shortness of breath
UMLS:C0034065	embolism pulmonary	UMLS:C0700292	hypoxemia
UMLS:C0034065	embolism pulmonary	UMLS:C0231835	tachypnea
UMLS:C0034065	embolism pulmonary	UMLS:C0744727	hematocrit decreased
UMLS:C0034065	embolism pulmonary	UMLS:C0008031	pain chest
UMLS:C0034065	embolism pulmonary	UMLS:C0013404	dyspnea
UMLS:C0034065	embolism pulmonary	UMLS:C0008033	pleuritic pain
UMLS:C0034065	embolism pulmonary	UMLS:C0151315	neck stiffness
UMLS:C0034065	embolism pulmonary	UMLS:C0457096	yellow sputum
UMLS:C0034065	embolism pulmonary	UMLS:C0239134	productive cough
UMLS:C0034065	embolism pulmonary	UMLS:C0008767	cicatrisation
UMLS:C0034065	embolism pulmonary	UMLS:C0241526	unresponsiveness
UMLS:C0034065	embolism pulmonary	UMLS:C0476273	distress respiratory
UMLS:C0034065	embolism pulmonary	UMLS:C0043144	wheezing
UMLS:C0034065	embolism pulmonary	UMLS:C0277797	apyrexial
UMLS:C0034065	embolism pulmonary	UMLS:C0850149	non-productive cough
UMLS:C0014544	epilepsy	UMLS:C0036572	seizure
UMLS:C0014544	epilepsy	UMLS:C0347938	hypometabolism
UMLS:C0014544	epilepsy	UMLS:C0236018	aura
UMLS:C0014544	epilepsy	UMLS:C0231530	muscle twitch
UMLS:C0014544	epilepsy	UMLS:C0013144	drowsiness
UMLS:C0014544	epilepsy	UMLS:C0040822	tremor
UMLS:C0014544	epilepsy	UMLS:C0241526	unresponsiveness
UMLS:C0014544	epilepsy	UMLS:C0018991	hemiplegia
UMLS:C0014544	epilepsy	UMLS:C0027066	myoclonus
UMLS:C0014544	epilepsy	UMLS:C0232517	gurgle
UMLS:C0014544	epilepsy	UMLS:C0234450	sleepy
UMLS:C0014544	epilepsy	UMLS:C0023380	lethargy
UMLS:C0014544	epilepsy	UMLS:C0558195	wheelchair bound
UMLS:C0878544	cardiomyopathy	UMLS:C0392680	shortness of breath
UMLS:C0878544	cardiomyopathy	UMLS:C0085619	orthopnea
UMLS:C0878544	cardiomyopathy	UMLS:C0086439	hypokinesia
UMLS:C0878544	cardiomyopathy	UMLS:C0240100	jugular venous distention
UMLS:C0878544	cardiomyopathy	UMLS:C0030252	palpitation
UMLS:C0878544	cardiomyopathy	UMLS:C0008031	pain chest
UMLS:C0878544	cardiomyopathy	UMLS:C0039070	syncope
UMLS:C0878544	cardiomyopathy	UMLS:C0457096	yellow sputum
UMLS:C0878544	cardiomyopathy	UMLS:C0034642	rale
UMLS:C0878544	cardiomyopathy	UMLS:C0013404	dyspnea
UMLS:C0878544	cardiomyopathy	UMLS:C0231807	dyspnea on exertion
UMLS:C0878544	cardiomyopathy	UMLS:C0238705	left atrial hypertrophy
UMLS:C0878544	cardiomyopathy	UMLS:C0015672	fatigue
UMLS:C0878544	cardiomyopathy	UMLS:C0043094	weight gain
UMLS:C0878544	cardiomyopathy	UMLS:C0376405	patient non compliance
UMLS:C0022661	chronic kidney failure	UMLS:C0042963	vomiting
UMLS:C0022661	chronic kidney failure	UMLS:C0085619	orthopnea
UMLS:C0022661	chronic kidney failure	UMLS:C0020461	hyperkalemia
UMLS:C0022661	chronic kidney failure	UMLS:C0028961	oliguria
UMLS:C0022661	chronic kidney failure	UMLS:C0240100	jugular venous distention
UMLS:C0022661	chronic kidney failure	UMLS:C0027497	nausea
UMLS:C0022661	chronic kidney failure	UMLS:C0392680	shortness of breath
UMLS:C0022661	chronic kidney failure	UMLS:C0856054	mental status changes
UMLS:C0022661	chronic kidney failure	UMLS:C0011991	diarrhea
UMLS:C0022661	chronic kidney failure	UMLS:C0004093	asthenia
UMLS:C0022661	chronic kidney failure	UMLS:C0232292	chest tightness
UMLS:C0022661	chronic kidney failure	UMLS:C0231218	malaise
UMLS:C0022661	chronic kidney failure	UMLS:C0085593	chill
UMLS:C0022661	chronic kidney failure	UMLS:C0034642	rale
UMLS:C0022661	chronic kidney failure	UMLS:C0015967	fever
UMLS:C0022661	chronic kidney failure	UMLS:C0008033	pleuritic pain
UMLS:C0022661	chronic kidney failure	UMLS:C0277797	apyrexial
UMLS:C0022661	chronic kidney failure	UMLS:C0744492	guaiac positive
UMLS:C0022661	chronic kidney failure	UMLS:C0038999	swelling
UMLS:C0022661	chronic kidney failure	UMLS:C0007398	catatonia
UMLS:C0022661	chronic kidney failure	UMLS:C0241526	unresponsiveness
UMLS:C0022661	chronic kidney failure	UMLS:C0457096	yellow sputum
UMLS:C0007097	carcinoma	UMLS:C0577559	mass of body structure
UMLS:C0007097	carcinoma	UMLS:C0030193	pain
UMLS:C0007097	carcinoma	UMLS:C0221198	lesion
UMLS:C0007097	carcinoma	UMLS:C1269955	tumor cell invasion
UMLS:C0007097	carcinoma	UMLS:C0205400	thicken
UMLS:C0007097	carcinoma	UMLS:C0043096	decreased body weight
UMLS:C0007097	carcinoma	UMLS:C0019825	hoarseness
UMLS:C0007097	carcinoma	UMLS:C0858924	general discomfort
UMLS:C0007097	carcinoma	UMLS:C1513183	metastatic lesion
UMLS:C0007097	carcinoma	UMLS:C0850149	non-productive cough
UMLS:C0007097	carcinoma	UMLS:C0009806	constipation
UMLS:C0007097	carcinoma	UMLS:C0847488	unhappy
UMLS:C0007097	carcinoma	UMLS:C0030554	paresthesia
UMLS:C0007097	carcinoma	UMLS:C0232995	gravida 0
UMLS:C0007097	carcinoma	UMLS:C0011991	diarrhea
UMLS:C0007097	carcinoma	UMLS:C0234233	sore to touch
UMLS:C0007097	carcinoma	UMLS:C0018834	heartburn
UMLS:C0007097	carcinoma	UMLS:C0027497	nausea
UMLS:C0007097	carcinoma	UMLS:C0034079	lung nodule
UMLS:C0019196	hepatitis C	UMLS:C0003962	ascites
UMLS:C0019196	hepatitis C	UMLS:C0000731	distended abdomen
UMLS:C0019196	hepatitis C	UMLS:C0424000	feeling suicidal
UMLS:C0019196	hepatitis C	UMLS:C0010200	cough
UMLS:C0019196	hepatitis C	UMLS:C0234238	ache
UMLS:C0019196	hepatitis C	UMLS:C0558143	macerated skin
UMLS:C0019196	hepatitis C	UMLS:C0581912	heavy feeling
UMLS:C0019196	hepatitis C	UMLS:C0233762	hallucinations auditory
UMLS:C0019196	hepatitis C	UMLS:C0085593	chill
UMLS:C0019196	hepatitis C	UMLS:C0232766	asterixis
UMLS:C0019196	hepatitis C	UMLS:C0376405	patient non compliance
UMLS:C0085096	peripheral vascular disease	UMLS:C0392680	shortness of breath
UMLS:C0085096	peripheral vascular disease	UMLS:C0234253	rest pain
UMLS:C0085096	peripheral vascular disease	UMLS:C0002962	angina pectoris
UMLS:C0085096	peripheral vascular disease	UMLS:C0241526	unresponsiveness
UMLS:C0085096	peripheral vascular disease	UMLS:C0020461	hyperkalemia
UMLS:C0085096	peripheral vascular disease	UMLS:C0232201	sinus rhythm
UMLS:C0085096	peripheral vascular disease	UMLS:C0553668	labored breathing
UMLS:C0085096	peripheral vascular disease	UMLS:C0013404	dyspnea
UMLS:C0085096	peripheral vascular disease	UMLS:C0234233	sore to touch
UMLS:C0085096	peripheral vascular disease	UMLS:C0003123	anorexia
UMLS:C0085096	peripheral vascular disease	UMLS:C0234450	sleepy
UMLS:C0033975	psychotic disorder	UMLS:C0438696	suicidal
UMLS:C0033975	psychotic disorder	UMLS:C0233762	hallucinations auditory
UMLS:C0033975	psychotic disorder	UMLS:C0424000	feeling suicidal
UMLS:C0033975	psychotic disorder	UMLS:C0233763	hallucinations visual
UMLS:C0033975	psychotic disorder	UMLS:C0424230	motor retardation
UMLS:C0033975	psychotic disorder	UMLS:C0312422	blackout
UMLS:C0033975	psychotic disorder	UMLS:C0424068	verbal auditory hallucinations
UMLS:C0033975	psychotic disorder	UMLS:C0150041	feeling hopeless
UMLS:C0033975	psychotic disorder	UMLS:C0022107	irritable mood
UMLS:C0033975	psychotic disorder	UMLS:C0085631	agitation
UMLS:C0033975	psychotic disorder	UMLS:C0040822	tremor
UMLS:C0033975	psychotic disorder	UMLS:C0007398	catatonia
UMLS:C0033975	psychotic disorder	UMLS:C0424109	weepiness
UMLS:C0033975	psychotic disorder	UMLS:C0237154	homelessness
UMLS:C0033975	psychotic disorder	UMLS:C0917801	sleeplessness
UMLS:C0033975	psychotic disorder	UMLS:C0424092	withdraw
UMLS:C0033975	psychotic disorder	UMLS:C0455769	energy increased
UMLS:C0033975	psychotic disorder	UMLS:C0728899	intoxication
UMLS:C0033975	psychotic disorder	UMLS:C0233481	worry
UMLS:C0033975	psychotic disorder	UMLS:C0424295	behavior hyperactive
UMLS:C0033975	psychotic disorder	UMLS:C0376405	patient non compliance
UMLS:C0033975	psychotic disorder	UMLS:C0344315	mood depressed
UMLS:C0033975	psychotic disorder	UMLS:C0558261	terrify
UMLS:C0033975	psychotic disorder	UMLS:C0028084	nightmare
UMLS:C0033975	psychotic disorder	UMLS:C0239110	consciousness clear
UMLS:C0020473	hyperlipidemia	UMLS:C0008031	pain chest
UMLS:C0020473	hyperlipidemia	UMLS:C0002962	angina pectoris
UMLS:C0020473	hyperlipidemia	UMLS:C0030252	palpitation
UMLS:C0020473	hyperlipidemia	UMLS:C1305739	presence of q wave
UMLS:C0020473	hyperlipidemia	UMLS:C0085635	photopsia
UMLS:C0020473	hyperlipidemia	UMLS:C0038990	sweat
UMLS:C0020473	hyperlipidemia	UMLS:C0700590	sweating increased
UMLS:C0020473	hyperlipidemia	UMLS:C0235710	chest discomfort
UMLS:C0020473	hyperlipidemia	UMLS:C0392680	shortness of breath
UMLS:C0020473	hyperlipidemia	UMLS:C0392701	giddy mood
UMLS:C0020473	hyperlipidemia	UMLS:C0086439	hypokinesia
UMLS:C0020473	hyperlipidemia	UMLS:C0018991	hemiplegia
UMLS:C0020473	hyperlipidemia	UMLS:C0012833	dizziness
UMLS:C0005586	bipolar disorder	UMLS:C0424000	feeling suicidal
UMLS:C0005586	bipolar disorder	UMLS:C0455769	energy increased
UMLS:C0005586	bipolar disorder	UMLS:C0438696	suicidal
UMLS:C0005586	bipolar disorder	UMLS:C0022107	irritable mood
UMLS:C0005586	bipolar disorder	UMLS:C0085631	agitation
UMLS:C0005586	bipolar disorder	UMLS:C0557075	has religious belief
UMLS:C0005586	bipolar disorder	UMLS:C0578859	disturbed family
UMLS:C0005586	bipolar disorder	UMLS:C0233762	hallucinations auditory
UMLS:C0005586	bipolar disorder	UMLS:C0424068	verbal auditory hallucinations
UMLS:C0005586	bipolar disorder	UMLS:C0424109	weepiness
UMLS:C0005586	bipolar disorder	UMLS:C0424295	behavior hyperactive
UMLS:C0005586	bipolar disorder	UMLS:C0007398	catatonia
UMLS:C0005586	bipolar disorder	UMLS:C0150041	feeling hopeless
UMLS:C0005586	bipolar disorder	UMLS:C0233481	worry
UMLS:C0005586	bipolar disorder	UMLS:C0917801	sleeplessness
UMLS:C0005586	bipolar disorder	UMLS:C0917799	hypersomnia
UMLS:C0005586	bipolar disorder	UMLS:C1299586	difficulty
UMLS:C0005586	bipolar disorder	UMLS:C0233763	hallucinations visual
UMLS:C0005586	bipolar disorder	UMLS:C0020458	hyperhidrosis disorder
UMLS:C0005586	bipolar disorder	UMLS:C0026961	mydriasis
UMLS:C0005586	bipolar disorder	UMLS:C0234133	extrapyramidal sign
UMLS:C0005586	bipolar disorder	UMLS:C0240233	loose associations
UMLS:C0005586	bipolar disorder	UMLS:C0728899	intoxication
UMLS:C0005586	bipolar disorder	UMLS:C0424230	motor retardation
UMLS:C0005586	bipolar disorder	UMLS:C0237154	homelessness
UMLS:C0005586	bipolar disorder	UMLS:C0312422	blackout
UMLS:C0005586	bipolar disorder	UMLS:C0040822	tremor
UMLS:C0005586	bipolar disorder	UMLS:C0392674	exhaustion
UMLS:C0028754	obesity	UMLS:C0030193	pain
UMLS:C0028754	obesity	UMLS:C0007398	catatonia
UMLS:C0028754	obesity	UMLS:C0037384	snore
UMLS:C0028754	obesity	UMLS:C0008031	pain chest
UMLS:C0028754	obesity	UMLS:C0429091	r wave feature
UMLS:C0028754	obesity	UMLS:C0557075	has religious belief
UMLS:C0028754	obesity	UMLS:C0392680	shortness of breath
UMLS:C0028754	obesity	UMLS:C0015672	fatigue
UMLS:C0028754	obesity	UMLS:C0557875	tired
UMLS:C0028754	obesity	UMLS:C0497406	overweight
UMLS:C0028754	obesity	UMLS:C0232257	systolic murmur
UMLS:C0028754	obesity	UMLS:C0344315	mood depressed
UMLS:C0028754	obesity	UMLS:C0013491	ecchymosis
UMLS:C0022116	ischemia	UMLS:C0013144	drowsiness
UMLS:C0022116	ischemia	UMLS:C0234450	sleepy
UMLS:C0022116	ischemia	UMLS:C0008031	pain chest
UMLS:C0022116	ischemia	UMLS:C0002962	angina pectoris
UMLS:C0022116	ischemia	UMLS:C0438716	pressure chest
UMLS:C0022116	ischemia	UMLS:C0235710	chest discomfort
UMLS:C0022116	ischemia	UMLS:C0392680	shortness of breath
UMLS:C0022116	ischemia	UMLS:C0013404	dyspnea
UMLS:C0022116	ischemia	UMLS:C0232201	sinus rhythm
UMLS:C0022116	ischemia	UMLS:C0428977	bradycardia
UMLS:C0022116	ischemia	UMLS:C0038990	sweat
UMLS:C0022116	ischemia	UMLS:C0700590	sweating increased
UMLS:C0022116	ischemia	UMLS:C0034642	rale
UMLS:C0022116	ischemia	UMLS:C0231221	asymptomatic
UMLS:C0022116	ischemia	UMLS:C0003123	anorexia
UMLS:C1623038	cirrhosis	UMLS:C0003962	ascites
UMLS:C1623038	cirrhosis	UMLS:C0085639	fall
UMLS:C1623038	cirrhosis	UMLS:C0038002	splenomegaly
UMLS:C1623038	cirrhosis	UMLS:C0033774	pruritus
UMLS:C1623038	cirrhosis	UMLS:C0000737	pain abdominal
UMLS:C1623038	cirrhosis	UMLS:C1269955	tumor cell invasion
UMLS:C1623038	cirrhosis	UMLS:C0000731	distended abdomen
UMLS:C1623038	cirrhosis	UMLS:C0221198	lesion
UMLS:C1623038	cirrhosis	UMLS:C0578150	hemodynamically stable
UMLS:C1623038	cirrhosis	UMLS:C0744492	guaiac positive
UMLS:C1623038	cirrhosis	UMLS:C0234233	sore to touch
UMLS:C1623038	cirrhosis	UMLS:C0151706	bleeding of vagina
UMLS:C0015230	exanthema	UMLS:C0015967	fever
UMLS:C0015230	exanthema	UMLS:C0033774	pruritus
UMLS:C0015230	exanthema	UMLS:C0332573	macule
UMLS:C0015230	exanthema	UMLS:C0221198	lesion
UMLS:C0015230	exanthema	UMLS:C0332575	redness
UMLS:C0015230	exanthema	UMLS:C0018681	headache
UMLS:C0015230	exanthema	UMLS:C0277797	apyrexial
UMLS:C0015230	exanthema	UMLS:C0003862	arthralgia
UMLS:C0015230	exanthema	UMLS:C0038999	swelling
UMLS:C0015230	exanthema	UMLS:C0041834	erythema
UMLS:C0015230	exanthema	UMLS:C0085636	photophobia
UMLS:C0015230	exanthema	UMLS:C0085593	chill
UMLS:C0015230	exanthema	UMLS:C1384489	scratch marks
UMLS:C0015230	exanthema	UMLS:C0030193	pain
UMLS:C0015230	exanthema	UMLS:C0221150	painful swallowing
UMLS:C0005001	benign prostatic hypertrophy	UMLS:C0856054	mental status changes
UMLS:C0005001	benign prostatic hypertrophy	UMLS:C0006625	cachexia
UMLS:C0005001	benign prostatic hypertrophy	UMLS:C0312422	blackout
UMLS:C0005001	benign prostatic hypertrophy	UMLS:C0149746	orthostasis
UMLS:C0005001	benign prostatic hypertrophy	UMLS:C0085619	orthopnea
UMLS:C0005001	benign prostatic hypertrophy	UMLS:C0028081	night sweat
UMLS:C0005001	benign prostatic hypertrophy	UMLS:C0476273	distress respiratory
UMLS:C0005001	benign prostatic hypertrophy	UMLS:C0003123	anorexia
UMLS:C0005001	benign prostatic hypertrophy	UMLS:C0013362	dysarthria
UMLS:C0022660	kidney failure acute	UMLS:C0020461	hyperkalemia
UMLS:C0022660	kidney failure acute	UMLS:C0020649	hypotension
UMLS:C0022660	kidney failure acute	UMLS:C0020598	hypocalcemia result
UMLS:C0022660	kidney failure acute	UMLS:C0028961	oliguria
UMLS:C0022660	kidney failure acute	UMLS:C0578150	hemodynamically stable
UMLS:C0022660	kidney failure acute	UMLS:C0004093	asthenia
UMLS:C0022660	kidney failure acute	UMLS:C0020672	hypothermia, natural
UMLS:C0022660	kidney failure acute	UMLS:C0011991	diarrhea
UMLS:C0022660	kidney failure acute	UMLS:C0019080	haemorrhage
UMLS:C0022660	kidney failure acute	UMLS:C0241526	unresponsiveness
UMLS:C0026266	mitral valve insufficiency	UMLS:C0392680	shortness of breath
UMLS:C0026266	mitral valve insufficiency	UMLS:C0231807	dyspnea on exertion
UMLS:C0026266	mitral valve insufficiency	UMLS:C0231221	asymptomatic
UMLS:C0026266	mitral valve insufficiency	UMLS:C0086439	hypokinesia
UMLS:C0026266	mitral valve insufficiency	UMLS:C0013404	dyspnea
UMLS:C0026266	mitral valve insufficiency	UMLS:C0039070	syncope
UMLS:C0026266	mitral valve insufficiency	UMLS:C0205400	thicken
UMLS:C0026266	mitral valve insufficiency	UMLS:C0238705	left atrial hypertrophy
UMLS:C0026266	mitral valve insufficiency	UMLS:C0030252	palpitation
UMLS:C0026266	mitral valve insufficiency	UMLS:C0015672	fatigue
UMLS:C0026266	mitral valve insufficiency	UMLS:C0042963	vomiting
UMLS:C0026266	mitral valve insufficiency	UMLS:C0030193	pain
UMLS:C0026266	mitral valve insufficiency	UMLS:C0018800	cardiomegaly
UMLS:C0026266	mitral valve insufficiency	UMLS:C0235710	chest discomfort
UMLS:C0003864	arthritis	UMLS:C0030193	pain
UMLS:C0003864	arthritis	UMLS:C0578150	hemodynamically stable
UMLS:C0003864	arthritis	UMLS:C0917801	sleeplessness
UMLS:C0003864	arthritis	UMLS:C0004093	asthenia
UMLS:C0003864	arthritis	UMLS:C0039070	syncope
UMLS:C0003864	arthritis	UMLS:C0038999	swelling
UMLS:C0003864	arthritis	UMLS:C0741302	atypia
UMLS:C0003864	arthritis	UMLS:C0427108	general unsteadiness
UMLS:C0003864	arthritis	UMLS:C0392680	shortness of breath
UMLS:C0003864	arthritis	UMLS:C0000731	distended abdomen
UMLS:C0006277	bronchitis	UMLS:C0010200	cough
UMLS:C0006277	bronchitis	UMLS:C0043144	wheezing
UMLS:C0006277	bronchitis	UMLS:C0392680	shortness of breath
UMLS:C0006277	bronchitis	UMLS:C0232292	chest tightness
UMLS:C0006277	bronchitis	UMLS:C0015967	fever
UMLS:C0006277	bronchitis	UMLS:C0242429	throat sore
UMLS:C0006277	bronchitis	UMLS:C0239134	productive cough
UMLS:C0006277	bronchitis	UMLS:C0019214	hepatosplenomegaly
UMLS:C0006277	bronchitis	UMLS:C0028081	night sweat
UMLS:C0006277	bronchitis	UMLS:C0019079	haemoptysis
UMLS:C0006277	bronchitis	UMLS:C0553668	labored breathing
UMLS:C0006277	bronchitis	UMLS:C1260880	snuffle
UMLS:C0006277	bronchitis	UMLS:C0239133	hacking cough
UMLS:C0006277	bronchitis	UMLS:C0013404	dyspnea
UMLS:C0006277	bronchitis	UMLS:C0085593	chill
UMLS:C0006277	bronchitis	UMLS:C0038450	stridor
UMLS:C0006277	bronchitis	UMLS:C0043096	decreased body weight
UMLS:C0018989	hemiparesis	UMLS:C0013362	dysarthria
UMLS:C0018989	hemiparesis	UMLS:C0030552	paresis
UMLS:C0018989	hemiparesis	UMLS:C0004093	asthenia
UMLS:C0018989	hemiparesis	UMLS:C0221470	aphagia
UMLS:C0018989	hemiparesis	UMLS:C0036572	seizure
UMLS:C0018989	hemiparesis	UMLS:C0234518	speech slurred
UMLS:C0018989	hemiparesis	UMLS:C0751495	focal seizures
UMLS:C0018989	hemiparesis	UMLS:C0018991	hemiplegia
UMLS:C0018989	hemiparesis	UMLS:C0423571	abnormal sensation
UMLS:C0018989	hemiparesis	UMLS:C0241526	unresponsiveness
UMLS:C0018989	hemiparesis	UMLS:C0085628	stupor
UMLS:C0018989	hemiparesis	UMLS:C0013144	drowsiness
UMLS:C0018989	hemiparesis	UMLS:C0234450	sleepy
UMLS:C0018989	hemiparesis	UMLS:C0231890	fremitus
UMLS:C0018989	hemiparesis	UMLS:C0271276	Stahli's line
UMLS:C0018989	hemiparesis	UMLS:C0677500	stinging sensation
UMLS:C0018989	hemiparesis	UMLS:C0522224	paralyse
UMLS:C0018989	hemiparesis	UMLS:C0009024	clonus
UMLS:C0018989	hemiparesis	UMLS:C0427055	facial paresis
UMLS:C0029456	osteoporosis	UMLS:C0242453	prostatism
UMLS:C0029456	osteoporosis	UMLS:C0085639	fall
UMLS:C0029456	osteoporosis	UMLS:C0019572	hirsutism
UMLS:C0029456	osteoporosis	UMLS:C0558361	sniffle
UMLS:C0029456	osteoporosis	UMLS:C0000731	distended abdomen
UMLS:C0029456	osteoporosis	UMLS:C0042571	vertigo
UMLS:C0029456	osteoporosis	UMLS:C0239832	numbness of hand
UMLS:C0029456	osteoporosis	UMLS:C0233565	bradykinesia
UMLS:C0029456	osteoporosis	UMLS:C0030193	pain
UMLS:C0029456	osteoporosis	UMLS:C0039070	syncope
UMLS:C0029456	osteoporosis	UMLS:C0848168	out of breath
UMLS:C0029456	osteoporosis	UMLS:C0277797	apyrexial
