DrugID	Name	Action	TargetID	UniProt	Target
DB01062	Oxybutynin	antagonist	BE0000092	P11229	Muscarinic acetylcholine receptor M1
DB01063	Acetophenazine	antagonist	BE0000756	P14416	D(2) dopamine receptor
DB01063	Acetophenazine	antagonist	BE0000020	P21728	D(1A) dopamine receptor
DB01064	Isoprenaline	agonist	BE0000172	P08588	Beta-1 adrenergic receptor
DB01064	Isoprenaline	agonist	BE0000694	P07550	Beta-2 adrenergic receptor
DB01064	Isoprenaline	agonist	BE0001012	P13945	Beta-3 adrenergic receptor
DB01064	Isoprenaline	inducer	BE0000923	P28482	Mitogen-activated protein kinase 1
DB01064	Isoprenaline	agonist	BE0000955	P27986	Phosphatidylinositol 3-kinase regulatory subunit alpha
DB01064	Isoprenaline	agonist	BE0002383	O00459	Phosphatidylinositol 3-kinase regulatory subunit beta
DB01064	Isoprenaline	agonist	BE0002384	Q92569	Phosphatidylinositol 3-kinase regulatory subunit gamma
DB01064	Isoprenaline	activator	BE0003429	Q4ZHU6	CAMP phosphodiesterase
DB01065	Melatonin	agonist	BE0000515	P48039	Melatonin receptor type 1A
DB01065	Melatonin	agonist	BE0000327	P49286	Melatonin receptor type 1B
DB01065	Melatonin	antagonist	BE0000123	P03372	Estrogen receptor
DB01065	Melatonin	agonist	BE0003554	Q92753	Nuclear receptor ROR-beta
DB01065	Melatonin		BE0000418	P0DP23	Calmodulin
DB01065	Melatonin	inhibitor	BE0001075	P05164	Myeloperoxidase
DB01065	Melatonin	inhibitor	BE0003555	P11678	Eosinophil peroxidase
DB01065	Melatonin		BE0002109	P27797	Calreticulin
DB01065	Melatonin		BE0003553	P46597	Acetylserotonin O-methyltransferase
DB01065	Melatonin		BE0000220	P16083	Ribosyldihydronicotinamide dehydrogenase [quinone]
DB01066	Cefditoren	inhibitor	BE0003624	P0A3M6	Penicillin-binding protein 2B
DB01066	Cefditoren	inhibitor	BE0000576	Q8XJ01	Penicillin-binding protein 1A
DB01067	Glipizide	inhibitor	BE0000207	Q09428	ATP-binding cassette sub-family C member 8
DB01067	Glipizide	agonist	BE0000215	P37231	Peroxisome proliferator-activated receptor gamma
DB01068	Clonazepam	positive allosteric modulator	BE0004797	Q9UN88	GABA-A receptor (anion channel)
DB01068	Clonazepam	other/unknown	BE0000736	P30536	Translocator protein
DB01069	Promethazine	antagonist	BE0000442	P35367	Histamine H1 receptor
DB01069	Promethazine	antagonist	BE0000756	P14416	D(2) dopamine receptor
DB01069	Promethazine	antagonist	BE0000092	P11229	Muscarinic acetylcholine receptor M1
DB01069	Promethazine	antagonist	BE0000560	P08172	Muscarinic acetylcholine receptor M2
DB01069	Promethazine	antagonist	BE0000045	P20309	Muscarinic acetylcholine receptor M3
DB01069	Promethazine	antagonist	BE0000405	P08173	Muscarinic acetylcholine receptor M4
DB01069	Promethazine	antagonist	BE0000247	P08912	Muscarinic acetylcholine receptor M5
DB01069	Promethazine	unknown	BE0000501	P35348	Alpha-1A adrenergic receptor
DB01069	Promethazine	antagonist	BE0000451	P28223	5-hydroxytryptamine receptor 2A
DB01069	Promethazine	inhibitor	BE0000418	P0DP23	Calmodulin
DB01070	Dihydrotachysterol	agonist	BE0000779	P11473	Vitamin D3 receptor
DB01071	Mequitazine	antagonist	BE0000442	P35367	Histamine H1 receptor
DB01072	Atazanavir	inhibitor	BE0004854	Q72874	Protease
DB01073	Fludarabine	inhibitor	BE0000325	P23921	Ribonucleoside-diphosphate reductase large subunit
DB01073	Fludarabine	inhibitor	BE0000546	P09884	DNA polymerase alpha catalytic subunit
DB01073	Fludarabine	incorporation into and destabilization	BE0004796		DNA
DB01073	Fludarabine	agonist	BE0002804	P27707	Deoxycytidine kinase
DB01074	Perhexiline	inhibitor	BE0000406	P50416	Carnitine O-palmitoyltransferase 1, liver isoform
DB01074	Perhexiline	inhibitor	BE0000179	P23786	Carnitine O-palmitoyltransferase 2, mitochondrial
DB01075	Diphenhydramine	antagonist	BE0000442	P35367	Histamine H1 receptor
DB01075	Diphenhydramine	antagonist	BE0000560	P08172	Muscarinic acetylcholine receptor M2
DB01076	Atorvastatin	inhibitor	BE0000574	P04035	3-hydroxy-3-methylglutaryl-coenzyme A reductase
DB01076	Atorvastatin	inhibitor	BE0000854	P27487	Dipeptidyl peptidase 4
DB01076	Atorvastatin	agonist	BE0003721	P35869	Aryl hydrocarbon receptor
DB01077	Etidronic acid	inhibitor	BE0008669		Adenosine triphosphate (ATP)
DB01077	Etidronic acid	antagonist	BE0004801		Hydroxylapatite
DB01077	Etidronic acid	inhibitor	BE0003567	Q13332	Receptor-type tyrosine-protein phosphatase S
DB01077	Etidronic acid	inhibitor	BE0003569	P38606	V-type proton ATPase catalytic subunit A
DB01078	Deslanoside	inhibitor	BE0000732	P05023	Sodium/potassium-transporting ATPase subunit alpha-1
DB01079	Tegaserod	antagonist;partial agonist	BE0000084	Q13639	5-hydroxytryptamine receptor 4
DB01079	Tegaserod	antagonist	BE0000393	P41595	5-hydroxytryptamine receptor 2B
DB01079	Tegaserod	antagonist	BE0000533	P28335	5-hydroxytryptamine receptor 2C
DB01079	Tegaserod	antagonist	BE0000451	P28223	5-hydroxytryptamine receptor 2A
DB01080	Vigabatrin	agonist	BE0000217	Q9UBS5	Gamma-aminobutyric acid type B receptor subunit 1
DB01080	Vigabatrin	inhibitor	BE0000253	P80404	4-aminobutyrate aminotransferase, mitochondrial
DB01081	Diphenoxylate	agonist	BE0000770	P35372	Mu-type opioid receptor
DB01081	Diphenoxylate	agonist	BE0000420	P41143	Delta-type opioid receptor
DB01082	Streptomycin	inhibitor	BE0000279	P0A7S3	30S ribosomal protein S12
DB01082	Streptomycin	inhibitor	BE0004799		16S rRNA
DB01082	Streptomycin		BE0001092	Q9UM07	Protein-arginine deiminase type-4
DB01083	Orlistat	inhibitor	BE0000683	P16233	Pancreatic triacylglycerol lipase
DB01083	Orlistat	inhibitor	BE0003620	P07098	Gastric triacylglycerol lipase
DB01083	Orlistat	inhibitor	BE0000959	P49327	Fatty acid synthase
DB01084	Emedastine	antagonist	BE0000442	P35367	Histamine H1 receptor
DB01085	Pilocarpine	agonist	BE0000045	P20309	Muscarinic acetylcholine receptor M3
DB01085	Pilocarpine	agonist	BE0000092	P11229	Muscarinic acetylcholine receptor M1
DB01085	Pilocarpine	agonist	BE0000560	P08172	Muscarinic acetylcholine receptor M2
DB01086	Benzocaine	inhibitor	BE0000177	Q9Y5Y9	Sodium channel protein type 10 subunit alpha
DB01087	Primaquine	antagonist	BE0004805		Fe(II)-protoporphyrin IX
DB01087	Primaquine	other/unknown	BE0002459	P08729	Keratin, type II cytoskeletal 7
DB01087	Primaquine	inhibitor	BE0000220	P16083	Ribosyldihydronicotinamide dehydrogenase [quinone]
DB01088	Iloprost	agonist	BE0000475	P43119	Prostacyclin receptor
DB01088	Iloprost	agonist	BE0000064	P34995	Prostaglandin E2 receptor EP1 subtype
DB01088	Iloprost	inducer	BE0001133	P27815	cAMP-specific 3',5'-cyclic phosphodiesterase 4A
DB01088	Iloprost	inducer	BE0000487	Q07343	cAMP-specific 3',5'-cyclic phosphodiesterase 4B
DB01088	Iloprost	inducer	BE0002353	Q08493	cAMP-specific 3',5'-cyclic phosphodiesterase 4C
DB01088	Iloprost	inducer	BE0001287	Q08499	cAMP-specific 3',5'-cyclic phosphodiesterase 4D
DB01088	Iloprost	other/unknown	BE0001088	P00750	Tissue-type plasminogen activator
DB01089	Deserpidine	inhibitor	BE0000118	Q05940	Synaptic vesicular amine transporter
DB01090	Pentolinium	antagonist	BE0000411	Q9GZZ6	Neuronal acetylcholine receptor subunit alpha-10
DB01090	Pentolinium	antagonist	BE0003585	P32297	Neuronal acetylcholine receptor subunit alpha-3
DB01090	Pentolinium	antagonist	BE0003584	P30926	Neuronal acetylcholine receptor subunit beta-4
DB01091	Butenafine	inhibitor	BE0000577	Q14534	Squalene monooxygenase
DB01092	Ouabain	inhibitor	BE0000732	P05023	Sodium/potassium-transporting ATPase subunit alpha-1
DB01094	Hesperetin	inhibitor	BE0000105	P35610	Sterol O-acyltransferase 1
DB01094	Hesperetin	inhibitor	BE0004608	O75908	Sterol O-acyltransferase 2
DB01094	Hesperetin	antagonist	BE0000232	P55157	Microsomal triglyceride transfer protein large subunit
DB01095	Fluvastatin	inhibitor	BE0000574	P04035	3-hydroxy-3-methylglutaryl-coenzyme A reductase
DB01096	Oxamniquine	other/unknown	BE0004796		DNA
DB01097	Leflunomide	inhibitor	BE0000382	Q02127	Dihydroorotate dehydrogenase (quinone), mitochondrial
DB01097	Leflunomide	agonist	BE0003721	P35869	Aryl hydrocarbon receptor
DB01097	Leflunomide	antagonist	BE0000871	Q14289	Protein-tyrosine kinase 2-beta
DB01098	Rosuvastatin	inhibitor	BE0000574	P04035	3-hydroxy-3-methylglutaryl-coenzyme A reductase
DB01099	Flucytosine	cross-linking/alkylation	BE0004796		DNA
DB01099	Flucytosine	other	BE0000892	P26358	DNA (cytosine-5)-methyltransferase 1
DB01099	Flucytosine	inhibitor	BE0000021	P12461	Thymidylate synthase
DB01100	Pimozide	antagonist	BE0000756	P14416	D(2) dopamine receptor
DB01100	Pimozide	antagonist	BE0000581	P35462	D(3) dopamine receptor
DB01100	Pimozide	inhibitor	BE0000090	Q12809	Potassium voltage-gated channel subfamily H member 2
DB01100	Pimozide	inhibitor	BE0000418	P0DP23	Calmodulin
DB01101	Capecitabine	inhibitor	BE0000324	P04818	Thymidylate synthase
DB01101	Capecitabine	incorporation into and destabilization	BE0004796		DNA
DB01101	Capecitabine	incorporation into and destabilization	BE0004810		RNA
DB01102	Arbutamine	agonist	BE0000172	P08588	Beta-1 adrenergic receptor
DB01102	Arbutamine	agonist	BE0000694	P07550	Beta-2 adrenergic receptor
DB01102	Arbutamine	agonist	BE0001012	P13945	Beta-3 adrenergic receptor
DB01103	Quinacrine	intercalation	BE0004796		DNA
DB01103	Quinacrine	inhibitor	BE0001077	O60733	85/88 kDa calcium-independent phospholipase A2
DB01103	Quinacrine	inhibitor	BE0000657	P47712	Cytosolic phospholipase A2
DB01103	Quinacrine	inhibitor	BE0001081	Q15111	Inactive phospholipase C-like protein 1
DB01104	Sertraline	inhibitor	BE0000749	P31645	Sodium-dependent serotonin transporter
DB01104	Sertraline	inhibitor	BE0000647	Q01959	Sodium-dependent dopamine transporter
DB01105	Sibutramine	inhibitor	BE0000486	P23975	Sodium-dependent noradrenaline transporter
DB01105	Sibutramine	inhibitor	BE0000749	P31645	Sodium-dependent serotonin transporter
DB01105	Sibutramine	inhibitor	BE0000647	Q01959	Sodium-dependent dopamine transporter
DB01106	Levocabastine	antagonist	BE0000442	P35367	Histamine H1 receptor
DB01106	Levocabastine	partial antagonist	BE0000464	O95665	Neurotensin receptor type 2
DB01107	Methyprylon	agonist	BE0000795	P14867	Gamma-aminobutyric acid receptor subunit alpha-1
DB01107	Methyprylon	positive allosteric modulator	BE0004797	Q9UN88	GABA-A receptor (anion channel)
DB01108	Trilostane	inhibitor	BE0000051	P14060	3 beta-hydroxysteroid dehydrogenase/Delta 5--
DB01108	Trilostane	inhibitor	BE0000059	P26439	3 beta-hydroxysteroid dehydrogenase/Delta 5--
DB01108	Trilostane	allosteric modulator	BE0000123	P03372	Estrogen receptor
DB01108	Trilostane	allosteric modulator	BE0000792	Q92731	Estrogen receptor beta
DB01109	Heparin	potentiator	BE0000280	P01008	Antithrombin-III
DB01109	Heparin	inhibitor	BE0000216	P00742	Coagulation factor X
DB01109	Heparin	inhibitor	BE0001159	P16109	P-selectin
DB01110	Miconazole	inhibitor	BE0000233	P10613	Lanosterol 14-alpha demethylase
DB01110	Miconazole	inhibitor	BE0000263	P29474	Nitric oxide synthase, endothelial
DB01110	Miconazole	inhibitor	BE0000005	P35228	Nitric oxide synthase, inducible
DB01110	Miconazole	inhibitor	BE0000553	Q12791	Calcium-activated potassium channel subunit alpha-1
DB01110	Miconazole	inhibitor	BE0004422	Q16558	Calcium-activated potassium channel subunit beta-1
DB01110	Miconazole	inhibitor	BE0003196	Q9Y691	Calcium-activated potassium channel subunit beta-2
DB01110	Miconazole	inhibitor	BE0004423	Q9NPA1	Calcium-activated potassium channel subunit beta-3
DB01110	Miconazole	inhibitor	BE0004424	Q86W47	Calcium-activated potassium channel subunit beta-4
DB01110	Miconazole	inhibitor	BE0000415	O15554	Intermediate conductance calcium-activated potassium channel protein 4
DB01110	Miconazole	inhibitor	BE0004425	Q92952	Small conductance calcium-activated potassium channel protein 1
DB01110	Miconazole	inhibitor	BE0004426	Q9H2S1	Small conductance calcium-activated potassium channel protein 2
DB01110	Miconazole	inhibitor	BE0004427	Q9UGI6	Small conductance calcium-activated potassium channel protein 3
DB01110	Miconazole	inhibitor	BE0000090	Q12809	Potassium voltage-gated channel subfamily H member 2
DB01110	Miconazole	inhibitor	BE0000462	Q9H252	Potassium voltage-gated channel subfamily H member 6
DB01110	Miconazole	inhibitor	BE0000699	Q9NS40	Potassium voltage-gated channel subfamily H member 7
DB01111	Colistimethate	incorporation into and destabilization	BE0004833		Bacterial outer membrane
DB01112	Cefuroxime	inhibitor	BE0000576	Q8XJ01	Penicillin-binding protein 1A
DB01113	Papaverine	inhibitor	BE0000487	Q07343	cAMP-specific 3',5'-cyclic phosphodiesterase 4B
DB01113	Papaverine	inhibitor	BE0000631	Q9Y233	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A
DB01114	Chlorphenamine	antagonist	BE0000442	P35367	Histamine H1 receptor
DB01114	Chlorphenamine	inhibitor	BE0000749	P31645	Sodium-dependent serotonin transporter
DB01114	Chlorphenamine	inhibitor	BE0000486	P23975	Sodium-dependent noradrenaline transporter
DB01114	Chlorphenamine	inhibitor	BE0000647	Q01959	Sodium-dependent dopamine transporter
DB01115	Nifedipine	inhibitor	BE0000430	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C
DB01115	Nifedipine	inhibitor	BE0000691	P54289	Voltage-dependent calcium channel subunit alpha-2/delta-1
DB01115	Nifedipine	inhibitor	BE0002354	Q08289	Voltage-dependent L-type calcium channel subunit beta-2
DB01115	Nifedipine	inhibitor	BE0002359	Q01668	Voltage-dependent L-type calcium channel subunit alpha-1D
DB01115	Nifedipine	inhibitor	BE0002355	Q13698	Voltage-dependent L-type calcium channel subunit alpha-1S
DB01115	Nifedipine	inhibitor	BE0000418	P0DP23	Calmodulin
DB01115	Nifedipine	inhibitor	BE0000781	Q09470	Potassium voltage-gated channel subfamily A member 1
DB01115	Nifedipine	inhibitor	BE0000864	O95180	Voltage-dependent T-type calcium channel subunit alpha-1H
DB01116	Trimethaphan	antagonist	BE0000411	Q9GZZ6	Neuronal acetylcholine receptor subunit alpha-10
DB01117	Atovaquone	inhibitor	BE0004428	Q02768	Cytochrome b
DB01117	Atovaquone	inhibitor	BE0000612	Q08210	Dihydroorotate dehydrogenase (quinone), mitochondrial
DB01117	Atovaquone	inhibitor	BE0000382	Q02127	Dihydroorotate dehydrogenase (quinone), mitochondrial
DB01118	Amiodarone	inhibitor	BE0000090	Q12809	Potassium voltage-gated channel subfamily H member 2
DB01118	Amiodarone	antagonist	BE0000172	P08588	Beta-1 adrenergic receptor
DB01118	Amiodarone	inhibitor	BE0000864	O95180	Voltage-dependent T-type calcium channel subunit alpha-1H
DB01118	Amiodarone	inhibitor	BE0002396	Q9NY47	Voltage-dependent calcium channel subunit alpha-2/delta-2
DB01119	Diazoxide	inducer	BE0000708	Q14654	ATP-sensitive inward rectifier potassium channel 11
DB01119	Diazoxide	inhibitor	BE0000267	P00915	Carbonic anhydrase 1
DB01119	Diazoxide	inhibitor	BE0000322	P00918	Carbonic anhydrase 2
DB01119	Diazoxide	other	BE0000732	P05023	Sodium/potassium-transporting ATPase subunit alpha-1
DB01119	Diazoxide	other	BE0000553	Q12791	Calcium-activated potassium channel subunit alpha-1
DB01119	Diazoxide	unknown	BE0000419	P55017	Solute carrier family 12 member 3
DB01120	Gliclazide	binder	BE0000207	Q09428	ATP-binding cassette sub-family C member 8
DB01120	Gliclazide	other/unknown	BE0000163	P15692	Vascular endothelial growth factor A
DB01121	Phenacemide	inhibitor	BE0000141	P35498	Sodium channel protein type 1 subunit alpha
DB01122	Ambenonium	inhibitor	BE0000426	P22303	Acetylcholinesterase
DB01123	Proflavine	intercalation	BE0004796		DNA
DB01123	Proflavine	other/unknown	BE0000048	P00734	Prothrombin
DB01123	Proflavine		BE0003959	P0A0N4	HTH-type transcriptional regulator QacR
DB01123	Proflavine		BE0004319	Q58L87	TetR family transcriptional repressor LfrR
DB01124	Tolbutamide	inhibitor	BE0000207	Q09428	ATP-binding cassette sub-family C member 8
DB01124	Tolbutamide	inhibitor	BE0000644	P48048	ATP-sensitive inward rectifier potassium channel 1
DB01125	Anisindione	inhibitor	BE0000403	P38435	Vitamin K-dependent gamma-carboxylase
DB01126	Dutasteride	inhibitor	BE0000585	P31213	3-oxo-5-alpha-steroid 4-dehydrogenase 2
DB01126	Dutasteride	inhibitor	BE0000539	P18405	3-oxo-5-alpha-steroid 4-dehydrogenase 1
DB01127	Econazole	antagonist	BE0000233	P10613	Lanosterol 14-alpha demethylase
DB01128	Bicalutamide	antagonist	BE0000132	P10275	Androgen receptor
DB01129	Rabeprazole	inhibitor	BE0000349	P20648	Potassium-transporting ATPase alpha chain 1
DB01130	Prednicarbate	agonist	BE0000794	P04150	Glucocorticoid receptor
DB01131	Proguanil	inhibitor	BE0000330	P00374	Dihydrofolate reductase
DB01131	Proguanil	inhibitor	BE0000563	P13922	Bifunctional dihydrofolate reductase-thymidylate synthase
DB01132	Pioglitazone	agonist	BE0000215	P37231	Peroxisome proliferator-activated receptor gamma
DB01133	Tiludronic acid	inhibitor	BE0008669		Adenosine triphosphate (ATP)
DB01133	Tiludronic acid	antagonist	BE0004801		Hydroxylapatite
DB01133	Tiludronic acid	inhibitor	BE0003569	P38606	V-type proton ATPase catalytic subunit A
DB01133	Tiludronic acid	inhibitor	BE0000623	P18031	Tyrosine-protein phosphatase non-receptor type 1
DB01134	Desoxycorticosterone Pivalate	agonist	BE0000668	P08235	Mineralocorticoid receptor
DB01135	Doxacurium chloride	antagonist	BE0000738	Q15822	Neuronal acetylcholine receptor subunit alpha-2
DB01135	Doxacurium chloride	antagonist	BE0000560	P08172	Muscarinic acetylcholine receptor M2
DB01136	Carvedilol	antagonist	BE0000172	P08588	Beta-1 adrenergic receptor
DB01136	Carvedilol	antagonist	BE0000501	P35348	Alpha-1A adrenergic receptor
DB01136	Carvedilol	inhibitor	BE0000173	O95298	NADH dehydrogenase [ubiquinone] 1 subunit C2
DB01136	Carvedilol	antagonist	BE0000694	P07550	Beta-2 adrenergic receptor
DB01136	Carvedilol	other	BE0000163	P15692	Vascular endothelial growth factor A
DB01136	Carvedilol	other	BE0000979	P16860	Natriuretic peptides B
DB01136	Carvedilol	other	BE0001095	P17302	Gap junction alpha-1 protein
DB01136	Carvedilol	inhibitor	BE0000090	Q12809	Potassium voltage-gated channel subfamily H member 2
DB01136	Carvedilol	inhibitor	BE0001114	P19320	Vascular cell adhesion protein 1
DB01136	Carvedilol	antagonist	BE0000715	P25100	Alpha-1D adrenergic receptor
DB01136	Carvedilol	antagonist	BE0000575	P35368	Alpha-1B adrenergic receptor
DB01136	Carvedilol	antagonist	BE0000342	P18825	Alpha-2C adrenergic receptor
DB01136	Carvedilol	antagonist	BE0000572	P18089	Alpha-2B adrenergic receptor
DB01136	Carvedilol	antagonist	BE0000289	P08913	Alpha-2A adrenergic receptor
DB01136	Carvedilol	inhibitor	BE0001074	P16581	E-selectin
DB01136	Carvedilol	modulator	BE0002374	Q16665	Hypoxia-inducible factor 1-alpha
DB01137	Levofloxacin	inhibitor	BE0000429	P43702	DNA topoisomerase 4 subunit A
DB01137	Levofloxacin	inhibitor	BE0000366	P43700	DNA gyrase subunit A
DB01137	Levofloxacin	inhibitor	BE0000742	P11388	DNA topoisomerase 2-alpha
DB01138	Sulfinpyrazone	inhibitor	BE0001069	Q92887	Canalicular multispecific organic anion transporter 1
DB01138	Sulfinpyrazone	inhibitor	BE0000785	P33527	Multidrug resistance-associated protein 1
DB01138	Sulfinpyrazone	inhibitor	BE0004782	Q96S37	Solute carrier family 22 member 12
DB01139	Cefapirin	inhibitor	BE0000576	Q8XJ01	Penicillin-binding protein 1A
DB01140	Cefadroxil	inhibitor	BE0004643	Q75Y35	Penicillin-binding protein 3
DB01140	Cefadroxil	inhibitor	BE0004290	Q8DR59	Penicillin-binding protein 1A
DB01140	Cefadroxil	inhibitor	BE0004335	Q7CRA4	Penicillin-binding protein 1b
DB01140	Cefadroxil	inhibitor	BE0003624	P0A3M6	Penicillin-binding protein 2B
DB01141	Micafungin	inhibitor	BE0004669	A2QLK4	1,3-beta-glucan synthase component FKS1
DB01142	Doxepin	antagonist	BE0000442	P35367	Histamine H1 receptor
DB01142	Doxepin	antagonist	BE0000112	P25021	Histamine H2 receptor
DB01142	Doxepin	inhibitor	BE0000486	P23975	Sodium-dependent noradrenaline transporter
DB01142	Doxepin	inhibitor	BE0000749	P31645	Sodium-dependent serotonin transporter
DB01142	Doxepin	antagonist	BE0000451	P28223	5-hydroxytryptamine receptor 2A
DB01142	Doxepin	antagonist	BE0000393	P41595	5-hydroxytryptamine receptor 2B
DB01142	Doxepin	antagonist	BE0000533	P28335	5-hydroxytryptamine receptor 2C
DB01142	Doxepin	antagonist	BE0000092	P11229	Muscarinic acetylcholine receptor M1
DB01142	Doxepin	antagonist	BE0000560	P08172	Muscarinic acetylcholine receptor M2
DB01142	Doxepin	antagonist	BE0000045	P20309	Muscarinic acetylcholine receptor M3
DB01142	Doxepin	antagonist	BE0000405	P08173	Muscarinic acetylcholine receptor M4
DB01142	Doxepin	antagonist	BE0000247	P08912	Muscarinic acetylcholine receptor M5
DB01142	Doxepin	antagonist	BE0000501	P35348	Alpha-1A adrenergic receptor
DB01142	Doxepin	antagonist	BE0000575	P35368	Alpha-1B adrenergic receptor
DB01142	Doxepin	antagonist	BE0000715	P25100	Alpha-1D adrenergic receptor
DB01142	Doxepin	antagonist	BE0000291	P08908	5-hydroxytryptamine receptor 1A
DB01142	Doxepin	antagonist	BE0000289	P08913	Alpha-2A adrenergic receptor
DB01142	Doxepin	antagonist	BE0000572	P18089	Alpha-2B adrenergic receptor
DB01142	Doxepin	antagonist	BE0000342	P18825	Alpha-2C adrenergic receptor
DB01142	Doxepin	antagonist	BE0000756	P14416	D(2) dopamine receptor
DB01142	Doxepin	binder	BE0000945	P50406	5-hydroxytryptamine receptor 6
DB01142	Doxepin	binder	BE0000146	Q9H3N8	Histamine H4 receptor
DB01142	Doxepin		BE0000090	Q12809	Potassium voltage-gated channel subfamily H member 2
DB01143	Amifostine	inducer	BE0000896	P10696	Alkaline phosphatase, placental-like
DB01143	Amifostine	inducer	BE0000457	P22413	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1
DB01144	Diclofenamide	inhibitor	BE0000267	P00915	Carbonic anhydrase 1
DB01144	Diclofenamide	inhibitor	BE0000322	P00918	Carbonic anhydrase 2
DB01144	Diclofenamide	inhibitor	BE0000535	P22748	Carbonic anhydrase 4
DB01144	Diclofenamide	inhibitor	BE0003629	P43166	Carbonic anhydrase 7
DB01145	Sulfoxone	inhibitor	BE0002360	Q27738	Dihydropteroate synthetase
DB01146	Diphenylpyraline	antagonist	BE0000442	P35367	Histamine H1 receptor
DB01146	Diphenylpyraline	inhibitor	BE0000647	Q01959	Sodium-dependent dopamine transporter
DB01147	Cloxacillin	inhibitor	BE0000576	Q8XJ01	Penicillin-binding protein 1A
DB01147	Cloxacillin	inducer	BE0001358	P00811	Beta-lactamase
DB01147	Cloxacillin	inhibitor	BE0004644	Q8DNB6	Penicillin-binding protein 2a
DB01147	Cloxacillin	inhibitor	BE0000142	P0A3M5	Penicillin-binding protein 2B
DB01147	Cloxacillin	inhibitor	BE0004647	Q51504	Penicillin-binding protein 3
DB01147	Cloxacillin	inhibitor	BE0002475	P0AEB3	D-alanyl-D-alanine carboxypeptidase DacA
DB01148	Flavoxate	antagonist	BE0000560	P08172	Muscarinic acetylcholine receptor M2
DB01148	Flavoxate	antagonist	BE0000092	P11229	Muscarinic acetylcholine receptor M1
DB01149	Nefazodone	antagonist	BE0000451	P28223	5-hydroxytryptamine receptor 2A
DB01149	Nefazodone	antagonist	BE0000533	P28335	5-hydroxytryptamine receptor 2C
DB01149	Nefazodone	inhibitor	BE0000749	P31645	Sodium-dependent serotonin transporter
DB01149	Nefazodone	antagonist	BE0000291	P08908	5-hydroxytryptamine receptor 1A
DB01149	Nefazodone	inhibitor	BE0000486	P23975	Sodium-dependent noradrenaline transporter
DB01149	Nefazodone	inhibitor	BE0000647	Q01959	Sodium-dependent dopamine transporter
DB01149	Nefazodone	other/unknown	BE0000575	P35368	Alpha-1B adrenergic receptor
DB01149	Nefazodone	antagonist	BE0000289	P08913	Alpha-2A adrenergic receptor
DB01149	Nefazodone	antagonist	BE0000501	P35348	Alpha-1A adrenergic receptor
DB01150	Cefprozil	inhibitor	BE0003395	Q04707	Penicillin-binding protein 1A
DB01150	Cefprozil	inhibitor	BE0002392	P14677	Penicillin-binding protein 2x
DB01150	Cefprozil	inhibitor	BE0000142	P0A3M5	Penicillin-binding protein 2B
DB01151	Desipramine	inhibitor	BE0000486	P23975	Sodium-dependent noradrenaline transporter
DB01151	Desipramine	inhibitor	BE0000749	P31645	Sodium-dependent serotonin transporter
DB01151	Desipramine	antagonist	BE0000451	P28223	5-hydroxytryptamine receptor 2A
DB01151	Desipramine	antagonist	BE0000694	P07550	Beta-2 adrenergic receptor
DB01151	Desipramine	other	BE0000172	P08588	Beta-1 adrenergic receptor
DB01151	Desipramine	inhibitor	BE0000973	P17405	Sphingomyelin phosphodiesterase
DB01151	Desipramine	antagonist	BE0000442	P35367	Histamine H1 receptor
DB01151	Desipramine	antagonist	BE0004863	P25100	Alpha-1 adrenergic receptor
DB01151	Desipramine	antagonist	BE0000092	P11229	Muscarinic acetylcholine receptor M1
DB01151	Desipramine	antagonist	BE0000560	P08172	Muscarinic acetylcholine receptor M2
DB01151	Desipramine	antagonist	BE0000045	P20309	Muscarinic acetylcholine receptor M3
DB01151	Desipramine	antagonist	BE0000405	P08173	Muscarinic acetylcholine receptor M4
DB01151	Desipramine	antagonist	BE0000247	P08912	Muscarinic acetylcholine receptor M5
DB01151	Desipramine	binder	BE0000291	P08908	5-hydroxytryptamine receptor 1A
DB01151	Desipramine	binder	BE0000533	P28335	5-hydroxytryptamine receptor 2C
DB01151	Desipramine	binder	BE0000756	P14416	D(2) dopamine receptor
DB01151	Desipramine	binder	BE0004864	P18825	Alpha-2 adrenergic receptor
DB01152	Candicidin	antagonist	BE0004803		Ergosterol
DB01153	Sertaconazole	inhibitor	BE0000233	P10613	Lanosterol 14-alpha demethylase
DB01154	Thiamylal	agonist	BE0000795	P14867	Gamma-aminobutyric acid receptor subunit alpha-1
DB01154	Thiamylal	inhibitor	BE0002441	Q15842	ATP-sensitive inward rectifier potassium channel 8
DB01154	Thiamylal	inhibitor	BE0000708	Q14654	ATP-sensitive inward rectifier potassium channel 11
DB01155	Gemifloxacin	inhibitor	BE0000429	P43702	DNA topoisomerase 4 subunit A
DB01155	Gemifloxacin	inhibitor	BE0000366	P43700	DNA gyrase subunit A
DB01156	Bupropion	inhibitor	BE0000647	Q01959	Sodium-dependent dopamine transporter
DB01156	Bupropion	inhibitor	BE0000486	P23975	Sodium-dependent noradrenaline transporter
DB01156	Bupropion	antagonist	BE0003585	P32297	Neuronal acetylcholine receptor subunit alpha-3
DB01157	Trimetrexate	inhibitor	BE0000330	P00374	Dihydrofolate reductase
DB01158	Bretylium	inhibitor	BE0000732	P05023	Sodium/potassium-transporting ATPase subunit alpha-1
