Symbol	GOID	GOTerm	qualifier	CLID	name
LTF	GO:0043066	negative regulation of apoptotic process	occurs_in	CL:0000062	osteoblast
LTF	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	occurs_in	CL:0000057	fibroblast
LTF	GO:0043539	protein serine/threonine kinase activator activity	occurs_in	CL:0000057	fibroblast
LTF	GO:0051092	positive regulation of NF-kappaB transcription factor activity	occurs_in	CL:0000057	fibroblast
LTF	GO:0071902	positive regulation of protein serine/threonine kinase activity	occurs_in	CL:0000057	fibroblast
ESR1	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0002622	prostate stromal cell
VTN	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
CAT	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
GBA	GO:0004348	glucosylceramidase activity	occurs_in	CL:0000540	neuron
GBA	GO:0006680	glucosylceramide catabolic process	occurs_in	CL:0000540	neuron
GBA	GO:0032268	regulation of cellular protein metabolic process	regulates_o_occurs_in	CL:0000700	dopaminergic neuron
GBA	GO:1901215	negative regulation of neuron death	regulates_o_occurs_in	CL:0002614	neuron of the substantia nigra
GBA	GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	occurs_in	CL:0000540	neuron
GBA	GO:1904457	positive regulation of neuronal action potential	regulates_o_occurs_in	CL:2000097	midbrain dopaminergic neuron
ANXA1	GO:0001780	neutrophil homeostasis	occurs_in	CL:0002092	bone marrow cell
ANXA1	GO:0097350	neutrophil clearance	occurs_in	CL:0002092	bone marrow cell
CSF2	GO:0043011	myeloid dendritic cell differentiation	acts_on_population_of	CL:0000576	monocyte
PRNP	GO:0035584	calcium-mediated signaling using intracellular calcium source	occurs_in	CL:0000540	neuron
PRNP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	occurs_in	CL:0002609	neuron of cerebral cortex
PRNP	GO:1904646	cellular response to amyloid-beta	occurs_in	CL:0000540	neuron
PRNP	GO:1990535	neuron projection maintenance	occurs_in	CL:0000850	serotonergic neuron
SOD2	GO:0030335	positive regulation of cell migration	regulates_o_results_in_movement_of	CL:0002619	adult endothelial progenitor cell
HRG	GO:0005102	receptor binding	occurs_in	CL:0000115	endothelial cell
THY1	GO:0002693	positive regulation of cellular extravasation	occurs_in	CL:0002139	endothelial cell of vascular tree
THY1	GO:0002693	positive regulation of cellular extravasation	regulates_o_occurs_in	CL:0000576	monocyte
THY1	GO:0002693	positive regulation of cellular extravasation	occurs_in	CL:0002139	endothelial cell of vascular tree
THY1	GO:0002693	positive regulation of cellular extravasation	occurs_in	CL:0000041	mature eosinophil
THY1	GO:0007267	cell-cell signaling	regulates_o_results_in_acquisition_of_features_of	CL:0002609	neuron of cerebral cortex
THY1	GO:0034116	positive regulation of heterotypic cell-cell adhesion	occurs_in	CL:0002139	endothelial cell of vascular tree
THY1	GO:0034116	positive regulation of heterotypic cell-cell adhesion	regulates_o_occurs_in	CL:0000576	monocyte
THY1	GO:0034116	positive regulation of heterotypic cell-cell adhesion	occurs_in	CL:0002139	endothelial cell of vascular tree
THY1	GO:0034116	positive regulation of heterotypic cell-cell adhesion	regulates_o_occurs_in	CL:0000041	mature eosinophil
THY1	GO:0070571	negative regulation of neuron projection regeneration	regulates_o_results_in_acquisition_of_features_of	CL:0002609	neuron of cerebral cortex
WNT1	GO:0060070	canonical Wnt signaling pathway	occurs_in	CL:0000700	dopaminergic neuron
WNT1	GO:0060070	canonical Wnt signaling pathway	occurs_in	CL:2000097	midbrain dopaminergic neuron
TP53	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
TP53	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
TP53	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
TP53	GO:0046677	response to antibiotic	occurs_in	CL:0000525	syncytiotrophoblast cell
TP53	GO:0071456	cellular response to hypoxia	occurs_in	CL:0000525	syncytiotrophoblast cell
TP53	GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	occurs_in	CL:0002548	fibroblast of cardiac tissue
HSPB1	GO:0035556	intracellular signal transduction	occurs_in	CL:0002618	endothelial cell of umbilical vein
HSPB1	GO:0035924	cellular response to vascular endothelial growth factor stimulus	occurs_in	CL:0002618	endothelial cell of umbilical vein
HSPB1	GO:0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
HSPB1	GO:0043536	positive regulation of blood vessel endothelial cell migration	occurs_in	CL:0002618	endothelial cell of umbilical vein
HSPB1	GO:0045766	positive regulation of angiogenesis	occurs_in	CL:0002618	endothelial cell of umbilical vein
HSPB1	GO:2001028	positive regulation of endothelial cell chemotaxis	occurs_in	CL:0002618	endothelial cell of umbilical vein
RPN1	GO:0005515	protein binding	occurs_in	CL:0002321	embryonic cell
IGF1	GO:0005159	insulin-like growth factor receptor binding	occurs_in	CL:0000594	skeletal muscle satellite cell
IGF1	GO:0008283	cell proliferation	occurs_in	CL:0000594	skeletal muscle satellite cell
IGF1	GO:0010560	positive regulation of glycoprotein biosynthetic process	part_of	CL:1001607	articular chondrocyte
IGF1	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0000540	neuron
IGF1	GO:0014065	phosphatidylinositol 3-kinase signaling	occurs_in	CL:1000274	trophectodermal cell
IGF1	GO:0030166	proteoglycan biosynthetic process	part_of	CL:1001607	articular chondrocyte
IGF1	GO:0030335	positive regulation of cell migration	occurs_in	CL:1000274	trophectodermal cell
IGF1	GO:0043491	protein kinase B signaling	occurs_in	CL:1000274	trophectodermal cell
IGF1	GO:0050714	positive regulation of protein secretion	part_of	CL:1001607	articular chondrocyte
IGF1	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	regulates_o_occurs_in	CL:0000540	neuron
IGF1	GO:0050821	protein stabilization	part_of	CL:1001607	articular chondrocyte
IGF1	GO:0070371	ERK1 and ERK2 cascade	occurs_in	CL:1000274	trophectodermal cell
IGF1	GO:1904646	cellular response to amyloid-beta	occurs_in	CL:0000540	neuron
IGF1	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	occurs_in	CL:0000359	vascular associated smooth muscle cell
ATP1A1	GO:0005524	ATP binding	occurs_in	CL:1000616	kidney outer medulla cell
ATP1A1	GO:0030955	potassium ion binding	occurs_in	CL:1000616	kidney outer medulla cell
ATP1A1	GO:0036376	sodium ion export across plasma membrane	occurs_in	CL:1000616	kidney outer medulla cell
ATP1A1	GO:1990573	potassium ion import across plasma membrane	occurs_in	CL:1000616	kidney outer medulla cell
ATP1B1	GO:0006874	cellular calcium ion homeostasis	occurs_in	CL:0002131	regular ventricular cardiac myocyte
ATP1B1	GO:1903281	positive regulation of calcium:sodium antiporter activity	occurs_in	CL:0002131	regular ventricular cardiac myocyte
ATP1B1	GO:1990573	potassium ion import across plasma membrane	occurs_in	CL:1000616	kidney outer medulla cell
APP	GO:0002265	astrocyte activation involved in immune response	occurs_in	CL:0002590	smooth muscle cell of the brain vasculature
APP	GO:0014005	microglia development	has_agent	CL:0002092	bone marrow cell
APP	GO:0032640	tumor necrosis factor production	has_agent	CL:0002092	bone marrow cell
APP	GO:0046330	positive regulation of JNK cascade	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
APP	GO:0051091	positive regulation of DNA binding transcription factor activity	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
APP	GO:1904646	cellular response to amyloid-beta	occurs_in	CL:0002590	smooth muscle cell of the brain vasculature
APP	GO:1990535	neuron projection maintenance	occurs_in	CL:0000850	serotonergic neuron
APP	GO:2000310	regulation of NMDA receptor activity	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
APP	GO:2000406	positive regulation of T cell migration	regulates_o_occurs_in	CL:0000813	memory T cell
APP	GO:2000406	positive regulation of T cell migration	regulates_o_occurs_in	CL:0000813	memory T cell
APOD	GO:2000098	negative regulation of smooth muscle cell-matrix adhesion	occurs_in	CL:0002539	aortic smooth muscle cell
ITGB3	GO:0031589	cell-substrate adhesion	part_of	CL:0002322	embryonic stem cell
ITGB3	GO:0034113	heterotypic cell-cell adhesion	part_of	CL:0002540	mesenchymal stem cell of the bone marrow
ITGB3	GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of	CL:0002618	endothelial cell of umbilical vein
ITGB3	GO:0038027	apolipoprotein A-I-mediated signaling pathway	occurs_in	CL:0000192	smooth muscle cell
ITGB3	GO:0048333	mesodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
ITGB3	GO:0050919	negative chemotaxis	occurs_in	CL:0000192	smooth muscle cell
ITGB2	GO:0001540	amyloid-beta binding	occurs_in	CL:0000129	microglial cell
ITGB2	GO:0001851	complement component C3b binding	occurs_in	CL:0000129	microglial cell
ITGB2	GO:0006911	phagocytosis, engulfment	occurs_in	CL:0000129	microglial cell
ITGB2	GO:0006911	phagocytosis, engulfment	occurs_in	CL:0000129	microglial cell
ITGB2	GO:0032930	positive regulation of superoxide anion generation	occurs_in	CL:0000096	mature neutrophil
ITGB2	GO:0034113	heterotypic cell-cell adhesion	part_of	CL:0002540	mesenchymal stem cell of the bone marrow
ITGB2	GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of	CL:2000008	microvascular endothelial cell
ITGB2	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
ITGB2	GO:0097242	amyloid-beta clearance	occurs_in	CL:0000129	microglial cell
ITGB2	GO:0097242	amyloid-beta clearance	occurs_in	CL:0000129	microglial cell
IL4	GO:0043011	myeloid dendritic cell differentiation	acts_on_population_of	CL:0000576	monocyte
ALPL	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
FGF1	GO:0043406	positive regulation of MAP kinase activity	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF1	GO:0070374	positive regulation of ERK1 and ERK2 cascade	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF1	GO:2000544	regulation of endothelial cell chemotaxis to fibroblast growth factor	occurs_in	CL:0002618	endothelial cell of umbilical vein
IL6	GO:0010628	positive regulation of gene expression	occurs_in	CL:1001568	pulmonary artery endothelial cell
IL6	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	occurs_in	CL:1001568	pulmonary artery endothelial cell
EDN1	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0000746	cardiac muscle cell
EDN1	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0000746	cardiac muscle cell
ICAM1	GO:0070374	positive regulation of ERK1 and ERK2 cascade	occurs_in	CL:0000115	endothelial cell
ICAM1	GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	occurs_in	CL:0000115	endothelial cell
FABP3	GO:0046320	regulation of fatty acid oxidation	occurs_in	CL:0000746	cardiac muscle cell
ITGB1	GO:0003779	actin binding	occurs_in	CL:0000233	platelet
ITGB1	GO:0005515	protein binding	occurs_in	CL:0000233	platelet
ITGB1	GO:0007160	cell-matrix adhesion	part_of	CL:0000084	T cell
ITGB1	GO:0031589	cell-substrate adhesion	part_of	CL:0002322	embryonic stem cell
ITGB1	GO:0034113	heterotypic cell-cell adhesion	part_of	CL:0002540	mesenchymal stem cell of the bone marrow
ITGB1	GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of	CL:1001568	pulmonary artery endothelial cell
ITGB1	GO:0034113	heterotypic cell-cell adhesion	part_of	CL:0002540	mesenchymal stem cell of the bone marrow
ITGB1	GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of	CL:0002618	endothelial cell of umbilical vein
ITGB1	GO:0043547	positive regulation of GTPase activity	occurs_in	CL:0000059	ameloblast
ITGB1	GO:0048333	mesodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
ITGB1	GO:0050901	leukocyte tethering or rolling	part_of	CL:0000084	T cell
COL5A2	GO:1903225	negative regulation of endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
INSR	GO:0008286	insulin receptor signaling pathway	occurs_in	CL:0002609	neuron of cerebral cortex
INSR	GO:0008286	insulin receptor signaling pathway	occurs_in	CL:0002608	hippocampal neuron
INSR	GO:0043243	positive regulation of protein complex disassembly	occurs_in	CL:0002609	neuron of cerebral cortex
INSR	GO:0097062	dendritic spine maintenance	occurs_in	CL:0002608	hippocampal neuron
INSR	GO:0097242	amyloid-beta clearance	has_target_end_location	CL:0002609	neuron of cerebral cortex
INSR	GO:0097242	amyloid-beta clearance	has_target_end_location	CL:0002608	hippocampal neuron
INSR	GO:0097242	amyloid-beta clearance	has_target_end_location	CL:0000127	astrocyte
INSR	GO:1990535	neuron projection maintenance	occurs_in	CL:0002608	hippocampal neuron
GSN	GO:0046597	negative regulation of viral entry into host cell	part_of	CL:0000084	T cell
GSN	GO:0051014	actin filament severing	part_of	CL:0000084	T cell
GSN	GO:0071801	regulation of podosome assembly	occurs_in	CL:0000235	macrophage
GSN	GO:0090527	actin filament reorganization	part_of	CL:0000084	T cell
GSN	GO:0097284	hepatocyte apoptotic process	occurs_in	CL:0000632	hepatic stellate cell
GSN	GO:1903903	regulation of establishment of T cell polarity	part_of	CL:0000084	T cell
GSN	GO:1903906	regulation of plasma membrane raft polarization	part_of	CL:0000084	T cell
GSN	GO:1903909	regulation of receptor clustering	part_of	CL:0000084	T cell
GSN	GO:1903909	regulation of receptor clustering	part_of	CL:0000084	T cell
CDK1	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
ATP5B	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
ATP5B	GO:0006754	ATP biosynthetic process	occurs_in	CL:0002618	endothelial cell of umbilical vein
ATP5B	GO:0043536	positive regulation of blood vessel endothelial cell migration	regulates_o_results_in_movement_of	CL:0002618	endothelial cell of umbilical vein
ATP5B	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	occurs_in	CL:0002618	endothelial cell of umbilical vein
CD2	GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of	CL:0000066	epithelial cell
CD2	GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of	CL:0000084	T cell
ENO1	GO:0010756	positive regulation of plasminogen activation	occurs_in	CL:0000236	B cell
ENO1	GO:0010756	positive regulation of plasminogen activation	occurs_in	CL:0000576	monocyte
ENO1	GO:0010756	positive regulation of plasminogen activation	occurs_in	CL:0000775	neutrophil
ENO1	GO:0045933	positive regulation of muscle contraction	occurs_in	CL:0010021	cardiac myoblast
ENO1	GO:1903298	negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway	occurs_in	CL:0010021	cardiac myoblast
ENO1	GO:1903298	negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway	occurs_in	CL:0010021	cardiac myoblast
ENO1	GO:2001171	positive regulation of ATP biosynthetic process	occurs_in	CL:0010021	cardiac myoblast
ENO1	GO:2001171	positive regulation of ATP biosynthetic process	occurs_in	CL:0010021	cardiac myoblast
ITGAV	GO:0031589	cell-substrate adhesion	part_of	CL:0002322	embryonic stem cell
ITGAV	GO:0034113	heterotypic cell-cell adhesion	part_of	CL:0002540	mesenchymal stem cell of the bone marrow
ITGAV	GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of	CL:1001568	pulmonary artery endothelial cell
ITGAV	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
ITGAV	GO:0038027	apolipoprotein A-I-mediated signaling pathway	occurs_in	CL:0000192	smooth muscle cell
ITGAV	GO:0050919	negative chemotaxis	occurs_in	CL:0000192	smooth muscle cell
LPL	GO:0004465	lipoprotein lipase activity	occurs_in	CL:0000235	macrophage
LPL	GO:0042632	cholesterol homeostasis	occurs_in	CL:0000235	macrophage
LPL	GO:0050729	positive regulation of inflammatory response	occurs_in	CL:0000235	macrophage
LPL	GO:0090197	positive regulation of chemokine secretion	occurs_in	CL:0000235	macrophage
P4HB	GO:0005515	protein binding	occurs_in	CL:0000084	T cell
P4HB	GO:0005515	protein binding	occurs_in	CL:0000546	T-helper 2 cell
P4HB	GO:0046598	positive regulation of viral entry into host cell	acts_on_population_of	CL:0000084	T cell
CD3E	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000134	mesenchymal stem cell
CD3E	GO:0010628	positive regulation of gene expression	acts_on_population_of	CL:2000001	peripheral blood mononuclear cell
CD3E	GO:0010629	negative regulation of gene expression	occurs_in	CL:0000134	mesenchymal stem cell
CD3E	GO:0010629	negative regulation of gene expression	acts_on_population_of	CL:2000001	peripheral blood mononuclear cell
CTSB	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
HNRNPC	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
LAMB1	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
THBS1	GO:0008284	positive regulation of cell proliferation	results_in_division_of	CL:0002622	prostate stromal cell
SP1	GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	occurs_in	CL:0002539	aortic smooth muscle cell
SP1	GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	occurs_in	CL:0002539	aortic smooth muscle cell
SP1	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0002570	mesenchymal stem cell of adipose
SP1	GO:0100057	regulation of phenotypic switching by transcription from RNA polymerase II promoter	occurs_in	CL:0002539	aortic smooth muscle cell
IGF1R	GO:0008286	insulin receptor signaling pathway	occurs_in	CL:0002609	neuron of cerebral cortex
IGF1R	GO:0043243	positive regulation of protein complex disassembly	occurs_in	CL:0002609	neuron of cerebral cortex
IGF1R	GO:0097062	dendritic spine maintenance	occurs_in	CL:0002608	hippocampal neuron
IGF1R	GO:1904646	cellular response to amyloid-beta	occurs_in	CL:0000540	neuron
NGFR	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	occurs_in	CL:0000071	blood vessel endothelial cell
NGFR	GO:1900182	positive regulation of protein localization to nucleus	occurs_in	CL:0000071	blood vessel endothelial cell
NGFR	GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	occurs_in	CL:0000071	blood vessel endothelial cell
NGFR	GO:1904646	cellular response to amyloid-beta	occurs_in	CL:0000540	neuron
NGFR	GO:1904646	cellular response to amyloid-beta	occurs_in	CL:0000540	neuron
GLI1	GO:1902808	positive regulation of cell cycle G1/S phase transition	occurs_in	CL:0000746	cardiac muscle cell
MMP2	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
GSTA1	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
MME	GO:0097242	amyloid-beta clearance	has_start_location	CL:0002609	neuron of cerebral cortex
INHBA	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000746	cardiac muscle cell
INHBA	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000746	cardiac muscle cell
COL4A2	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
PTPRC	GO:2000473	positive regulation of hematopoietic stem cell migration	occurs_in	CL:0000988	hematopoietic cell
PTPRC	GO:2000473	positive regulation of hematopoietic stem cell migration	occurs_in	CL:0001021	CD34-positive, CD38-positive common lymphoid progenitor
MET	GO:0010507	negative regulation of autophagy	occurs_in	CL:0010021	cardiac myoblast
MET	GO:0031116	positive regulation of microtubule polymerization	occurs_in	CL:0000066	epithelial cell
MET	GO:0061436	establishment of skin barrier	occurs_in	CL:0000066	epithelial cell
MET	GO:0070495	negative regulation of thrombin-activated receptor signaling pathway	occurs_in	CL:0000066	epithelial cell
MELTF	GO:1900025	negative regulation of substrate adhesion-dependent cell spreading	acts_on_population_of	CL:0000115	endothelial cell
FGF4	GO:2000544	regulation of endothelial cell chemotaxis to fibroblast growth factor	occurs_in	CL:0002618	endothelial cell of umbilical vein
ITGA5	GO:0031589	cell-substrate adhesion	part_of	CL:0002322	embryonic stem cell
ITGA5	GO:0034113	heterotypic cell-cell adhesion	part_of	CL:0002540	mesenchymal stem cell of the bone marrow
ITGA5	GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of	CL:2000008	microvascular endothelial cell
ITGA5	GO:0034113	heterotypic cell-cell adhesion	part_of	CL:0002540	mesenchymal stem cell of the bone marrow
ITGA5	GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of	CL:1001568	pulmonary artery endothelial cell
ITGA5	GO:0034113	heterotypic cell-cell adhesion	part_of	CL:0002540	mesenchymal stem cell of the bone marrow
ITGA5	GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of	CL:0002618	endothelial cell of umbilical vein
ITGA5	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
SERPINF2	GO:0045597	positive regulation of cell differentiation	occurs_in	CL:0000057	fibroblast
SERPINF2	GO:0046330	positive regulation of JNK cascade	occurs_in	CL:0000057	fibroblast
SERPINF2	GO:0051496	positive regulation of stress fiber assembly	occurs_in	CL:0000057	fibroblast
SERPINF2	GO:0070374	positive regulation of ERK1 and ERK2 cascade	occurs_in	CL:0000057	fibroblast
SERPINF2	GO:0071636	positive regulation of transforming growth factor beta production	occurs_in	CL:0000057	fibroblast
F7	GO:0016485	protein processing	occurs_in	CL:0002618	endothelial cell of umbilical vein
F7	GO:0004252	serine-type endopeptidase activity	occurs_in	CL:0002618	endothelial cell of umbilical vein
KRT16	GO:0030336	negative regulation of cell migration	results_in_movement_of	CL:0000312	keratinocyte
KRT16	GO:0030336	negative regulation of cell migration	regulates_o_results_in_movement_of	CL:0000312	keratinocyte
PKHD1	GO:0008284	positive regulation of cell proliferation	occurs_in	CL:1000507	kidney tubule cell
PKHD1	GO:0043066	negative regulation of apoptotic process	occurs_in	CL:1000507	kidney tubule cell
FGF2	GO:0001938	positive regulation of endothelial cell proliferation	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF2	GO:0001938	positive regulation of endothelial cell proliferation	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF2	GO:0002042	cell migration involved in sprouting angiogenesis	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF2	GO:0005125	cytokine activity	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF2	GO:0008083	growth factor activity	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF2	GO:0042056	chemoattractant activity	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF2	GO:0042060	wound healing	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF2	GO:0043406	positive regulation of MAP kinase activity	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF2	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF2	GO:0070374	positive regulation of ERK1 and ERK2 cascade	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF2	GO:1903672	positive regulation of sprouting angiogenesis	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF2	GO:2000544	regulation of endothelial cell chemotaxis to fibroblast growth factor	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF2	GO:2000546	positive regulation of endothelial cell chemotaxis to fibroblast growth factor	occurs_in	CL:0002618	endothelial cell of umbilical vein
GSTA2	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
VIL1	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
LGALS1	GO:0046598	positive regulation of viral entry into host cell	acts_on_population_of	CL:0000084	T cell
TPM1	GO:0008360	regulation of cell shape	occurs_in	CL:0000359	vascular associated smooth muscle cell
ANXA4	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
WNT2	GO:0022008	neurogenesis	results_in_acquisition_of_features_of	CL:0000700	dopaminergic neuron
WNT2	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0000700	dopaminergic neuron
WNT2	GO:0060070	canonical Wnt signaling pathway	occurs_in	CL:0000700	dopaminergic neuron
PDGFRB	GO:0038091	positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway	occurs_in	CL:0000134	mesenchymal stem cell
ALDOC	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
MTRNR2L5	GO:1900118	negative regulation of execution phase of apoptosis	occurs_in	CL:0002618	endothelial cell of umbilical vein
MTRNR2L5	GO:1902109	negative regulation of mitochondrial membrane permeability involved in apoptotic process	occurs_in	CL:0002618	endothelial cell of umbilical vein
HSPA1A	GO:0005102	receptor binding	occurs_in	CL:0011108	colon epithelial cell
HSPA1A	GO:0032757	positive regulation of interleukin-8 production	occurs_in	CL:0011108	colon epithelial cell
HSPA1A	GO:0051092	positive regulation of NF-kappaB transcription factor activity	occurs_in	CL:0011108	colon epithelial cell
HSPA1B	GO:0005102	receptor binding	occurs_in	CL:0011108	colon epithelial cell
HSPA1B	GO:0032757	positive regulation of interleukin-8 production	occurs_in	CL:0011108	colon epithelial cell
HSPA1B	GO:0051092	positive regulation of NF-kappaB transcription factor activity	occurs_in	CL:0011108	colon epithelial cell
CALM1	GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	occurs_in	CL:0000746	cardiac muscle cell
CALM1	GO:0060316	positive regulation of ryanodine-sensitive calcium-release channel activity	occurs_in	CL:0000746	cardiac muscle cell
RAP2A	GO:0001934	positive regulation of protein phosphorylation	occurs_in	CL:0002563	intestinal epithelial cell
RAP2A	GO:0030033	microvillus assembly	occurs_in	CL:0002563	intestinal epithelial cell
RAP2A	GO:0035690	cellular response to drug	part_of	CL:0002563	intestinal epithelial cell
RAP2A	GO:0072659	protein localization to plasma membrane	part_of	CL:0002563	intestinal epithelial cell
RAP2A	GO:0072659	protein localization to plasma membrane	part_of	CL:0002563	intestinal epithelial cell
RAP2A	GO:0072659	protein localization to plasma membrane	part_of	CL:0002563	intestinal epithelial cell
CXCL8	GO:0044344	cellular response to fibroblast growth factor stimulus	occurs_in	CL:1000742	glomerular mesangial cell
CXCL8	GO:0071347	cellular response to interleukin-1	occurs_in	CL:1000742	glomerular mesangial cell
CXCL8	GO:0071356	cellular response to tumor necrosis factor	occurs_in	CL:1000742	glomerular mesangial cell
CXCL8	GO:2000535	regulation of entry of bacterium into host cell	occurs_in	CL:0000775	neutrophil
CCL3	GO:0000165	MAPK cascade	occurs_in	CL:1000742	glomerular mesangial cell
CCL3	GO:0000165	MAPK cascade	occurs_in	CL:1000742	glomerular mesangial cell
CCL3	GO:0001775	cell activation	results_in_morphogenesis_of	CL:0002139	endothelial cell of vascular tree
CCL3	GO:0006874	cellular calcium ion homeostasis	occurs_in	CL:0000062	osteoblast
CCL3	GO:0006954	inflammatory response	occurs_in	CL:1000742	glomerular mesangial cell
CCL3	GO:0008360	regulation of cell shape	occurs_in	CL:0000771	eosinophil
CCL3	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000223	endodermal cell
CCL3	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000223	endodermal cell
CCL3	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000775	neutrophil
CCL3	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000576	monocyte
CCL3	GO:0010629	negative regulation of gene expression	occurs_in	CL:0000062	osteoblast
CCL3	GO:0030502	negative regulation of bone mineralization	occurs_in	CL:0000062	osteoblast
