id,name,hgnc_id,drug_id
BE0001143,Sodium channel protein type 9 subunit alpha,HGNC:10597,DB00243
BE0000262,Prostaglandin G/H synthase 2,HGNC:9605,DB00244
BE0000017,Prostaglandin G/H synthase 1,HGNC:9604,DB00244
BE0000248,Arachidonate 5-lipoxygenase,HGNC:435,DB00244
BE0000215,Peroxisome proliferator-activated receptor gamma,HGNC:9236,DB00244
BE0004655,Inhibitor of nuclear factor kappa-B kinase subunit alpha,HGNC:1974,DB00244
BE0001154,Inhibitor of nuclear factor kappa-B kinase subunit beta,HGNC:5960,DB00244
BE0001075,Myeloperoxidase,HGNC:7218,DB00244
BE0004429,Arylamine N-acetyltransferase,,DB00244
BE0000092,Muscarinic acetylcholine receptor M1,HGNC:1950,DB00245
BE0000647,Sodium-dependent dopamine transporter,HGNC:11049,DB00245
BE0000442,Histamine H1 receptor,HGNC:5182,DB00245
BE0000756,D(2) dopamine receptor,HGNC:3023,DB00246
BE0000451,5-hydroxytryptamine receptor 2A,HGNC:5293,DB00246
BE0000020,D(1A) dopamine receptor,HGNC:3020,DB00246
BE0000145,D(1B) dopamine receptor,HGNC:3026,DB00246
BE0000581,D(3) dopamine receptor,HGNC:3024,DB00246
BE0000389,D(4) dopamine receptor,HGNC:3025,DB00246
BE0000291,5-hydroxytryptamine receptor 1A,HGNC:5286,DB00246
BE0000797,5-hydroxytryptamine receptor 1B,HGNC:5287,DB00246
BE0000659,5-hydroxytryptamine receptor 1D,HGNC:5289,DB00246
BE0000476,5-hydroxytryptamine receptor 1E,HGNC:5291,DB00246
BE0000533,5-hydroxytryptamine receptor 2C,HGNC:5295,DB00246
BE0000311,5-hydroxytryptamine receptor 3A,HGNC:5297,DB00246
BE0000945,5-hydroxytryptamine receptor 6,HGNC:5301,DB00246
BE0000650,5-hydroxytryptamine receptor 7,HGNC:5302,DB00246
BE0000442,Histamine H1 receptor,HGNC:5182,DB00246
BE0000501,Alpha-1A adrenergic receptor,HGNC:277,DB00246
BE0000575,Alpha-1B adrenergic receptor,HGNC:278,DB00246
BE0000289,Alpha-2A adrenergic receptor,HGNC:281,DB00246
BE0000572,Alpha-2B adrenergic receptor,HGNC:282,DB00246
BE0000342,Alpha-2C adrenergic receptor,HGNC:283,DB00246
BE0000092,Muscarinic acetylcholine receptor M1,HGNC:1950,DB00246
BE0000560,Muscarinic acetylcholine receptor M2,HGNC:1951,DB00246
BE0000045,Muscarinic acetylcholine receptor M3,HGNC:1952,DB00246
BE0000405,Muscarinic acetylcholine receptor M4,HGNC:1953,DB00246
BE0000247,Muscarinic acetylcholine receptor M5,HGNC:1954,DB00246
BE0000393,5-hydroxytryptamine receptor 2B,HGNC:5294,DB00247
BE0000533,5-hydroxytryptamine receptor 2C,HGNC:5295,DB00247
BE0000451,5-hydroxytryptamine receptor 2A,HGNC:5293,DB00247
BE0000291,5-hydroxytryptamine receptor 1A,HGNC:5286,DB00247
BE0000650,5-hydroxytryptamine receptor 7,HGNC:5302,DB00247
BE0000797,5-hydroxytryptamine receptor 1B,HGNC:5287,DB00247
BE0000460,5-hydroxytryptamine receptor 1F,HGNC:5292,DB00247
BE0000476,5-hydroxytryptamine receptor 1E,HGNC:5291,DB00247
BE0000756,D(2) dopamine receptor,HGNC:3023,DB00248
BE0000393,5-hydroxytryptamine receptor 2B,HGNC:5294,DB00248
BE0000581,D(3) dopamine receptor,HGNC:3024,DB00248
BE0000451,5-hydroxytryptamine receptor 2A,HGNC:5293,DB00248
BE0000572,Alpha-2B adrenergic receptor,HGNC:282,DB00248
BE0000659,5-hydroxytryptamine receptor 1D,HGNC:5289,DB00248
BE0000389,D(4) dopamine receptor,HGNC:3025,DB00248
BE0000289,Alpha-2A adrenergic receptor,HGNC:281,DB00248
BE0000291,5-hydroxytryptamine receptor 1A,HGNC:5286,DB00248
BE0000342,Alpha-2C adrenergic receptor,HGNC:283,DB00248
BE0000145,D(1B) dopamine receptor,HGNC:3026,DB00248
BE0000020,D(1A) dopamine receptor,HGNC:3020,DB00248
BE0000797,5-hydroxytryptamine receptor 1B,HGNC:5287,DB00248
BE0000533,5-hydroxytryptamine receptor 2C,HGNC:5295,DB00248
BE0000650,5-hydroxytryptamine receptor 7,HGNC:5302,DB00248
BE0000501,Alpha-1A adrenergic receptor,HGNC:277,DB00248
BE0000575,Alpha-1B adrenergic receptor,HGNC:278,DB00248
BE0000715,Alpha-1D adrenergic receptor,HGNC:280,DB00248
BE0000172,Beta-1 adrenergic receptor,HGNC:285,DB00248
BE0000694,Beta-2 adrenergic receptor,HGNC:286,DB00248
BE0004889,D(1) dopamine receptor,HGNC:3026,DB00248
BE0004916,D(2S) dopamine receptor,,DB00248
BE0004915,D(2L) dopamine receptor,,DB00248
BE0004796,DNA,,DB00249
BE0000458,Thymidine kinase,,DB00249
BE0002087,Inactive dihydropteroate synthase 2,,DB00250
BE0002086,Dihydropteroate synthase 1,,DB00250
BE0000233,Lanosterol 14-alpha demethylase,,DB00251
BE0000197,Sodium channel protein type 5 subunit alpha,HGNC:10593,DB00252
BE0000141,Sodium channel protein type 1 subunit alpha,HGNC:10585,DB00252
BE0000956,Nuclear receptor subfamily 1 group I member 2,HGNC:7968,DB00252
BE0003635,Sodium channel subunit beta-1,HGNC:10586,DB00252
BE0002082,Sodium channel protein type 3 subunit alpha,HGNC:10590,DB00252
BE0000794,Glucocorticoid receptor,HGNC:7978,DB00253
BE0000127,30S ribosomal protein S9,,DB00254
BE0000019,30S ribosomal protein S4,,DB00254
BE0004799,16S rRNA,,DB00254
BE0001092,Protein-arginine deiminase type-4,HGNC:18368,DB00254
BE0003777,Beta-2-microglobulin,HGNC:914,DB00254
BE0000123,Estrogen receptor alpha,HGNC:3467,DB00255
BE0002088,Estrogen-related receptor gamma,HGNC:3474,DB00255
BE0000792,Estrogen receptor beta,HGNC:3468,DB00255
BE0003722,Steroid hormone receptor ERR1,HGNC:3471,DB00255
BE0005001,Steroid hormone receptor ERR2,HGNC:3473,DB00255
BE0003740,Nuclear receptor coactivator 2,HGNC:7669,DB00255
BE0000956,Nuclear receptor subfamily 1 group I member 2,HGNC:7968,DB00255
BE0000132,Androgen receptor,HGNC:644,DB00255
BE0000685,Sex hormone-binding globulin,HGNC:10839,DB00255
BE0000127,30S ribosomal protein S9,,DB00256
BE0000019,30S ribosomal protein S4,,DB00256
BE0000233,Lanosterol 14-alpha demethylase,,DB00257
BE0000415,Intermediate conductance calcium-activated potassium channel protein 4,HGNC:6293,DB00257
BE0000956,Nuclear receptor subfamily 1 group I member 2,HGNC:7968,DB00257
BE0003848,Nuclear receptor subfamily 1 group I member 3,HGNC:7969,DB00257
BE0004815,Phosphate,,DB00258
BE0000803,Dihydropteroate synthase,,DB00259
BE0000733,D-alanine--D-alanine ligase A,,DB00260
BE0000806,Alanine racemase,,DB00260
BE0000436,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",HGNC:8778,DB00261
BE0004796,DNA,,DB00262
BE0000648,"Glutathione reductase, mitochondrial",HGNC:4623,DB00262
BE0004810,RNA,,DB00262
BE0000803,Dihydropteroate synthase,,DB00263
BE0000172,Beta-1 adrenergic receptor,HGNC:285,DB00264
BE0000694,Beta-2 adrenergic receptor,HGNC:286,DB00264
BE0000713,Vitamin K epoxide reductase complex subunit 1,HGNC:23663,DB00266
BE0001184,NAD(P)H dehydrogenase [quinone] 1,HGNC:2874,DB00266
BE0001185,Quinone oxidoreductase,HGNC:2419,DB00266
BE0000576,Penicillin-binding protein 1A,,DB00267
BE0002393,Peptidoglycan synthase FtsI,,DB00267
BE0000581,D(3) dopamine receptor,HGNC:3024,DB00268
BE0000756,D(2) dopamine receptor,HGNC:3023,DB00268
BE0000389,D(4) dopamine receptor,HGNC:3025,DB00268
BE0000291,5-hydroxytryptamine receptor 1A,HGNC:5286,DB00268
BE0000659,5-hydroxytryptamine receptor 1D,HGNC:5289,DB00268
BE0000393,5-hydroxytryptamine receptor 2B,HGNC:5294,DB00268
BE0000020,D(1A) dopamine receptor,HGNC:3020,DB00268
BE0000145,D(1B) dopamine receptor,HGNC:3026,DB00268
BE0000797,5-hydroxytryptamine receptor 1B,HGNC:5287,DB00268
BE0000451,5-hydroxytryptamine receptor 2A,HGNC:5293,DB00268
BE0000533,5-hydroxytryptamine receptor 2C,HGNC:5295,DB00268
BE0000289,Alpha-2A adrenergic receptor,HGNC:281,DB00268
BE0000572,Alpha-2B adrenergic receptor,HGNC:282,DB00268
BE0000342,Alpha-2C adrenergic receptor,HGNC:283,DB00268
BE0000123,Estrogen receptor alpha,HGNC:3467,DB00269
BE0000430,Voltage-dependent L-type calcium channel subunit alpha-1C,HGNC:1390,DB00270
BE0000691,Voltage-dependent calcium channel subunit alpha-2/delta-1,HGNC:1399,DB00270
BE0002354,Voltage-dependent L-type calcium channel subunit beta-2,HGNC:1402,DB00270
BE0000864,Voltage-dependent T-type calcium channel subunit alpha-1H,HGNC:1395,DB00270
BE0002396,Voltage-dependent calcium channel subunit alpha-2/delta-2,HGNC:1400,DB00270
BE0002359,Voltage-dependent L-type calcium channel subunit alpha-1D,HGNC:1391,DB00270
BE0002355,Voltage-dependent L-type calcium channel subunit alpha-1S,HGNC:1397,DB00270
BE0000112,Histamine H2 receptor,HGNC:5183,DB00272
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,HGNC:4075,DB00273
BE0000141,Sodium channel protein type 1 subunit alpha,HGNC:10585,DB00273
BE0000346,"Glutamate receptor ionotropic, kainate 1",HGNC:4579,DB00273
BE0000322,Carbonic anhydrase 2,HGNC:1373,DB00273
BE0000535,Carbonic anhydrase 4,HGNC:1375,DB00273
BE0004797,GABA-A receptor (anion channel),HGNC:14454,DB00273
BE0000267,Carbonic anhydrase 1,HGNC:1368,DB00273
BE0003625,Carbonic anhydrase 3,HGNC:1374,DB00273
BE0003577,Penicillin binding protein 2a,,DB00274
BE0000588,Penicillin-binding protein 1A,,DB00274
BE0000488,Penicillin-binding protein 1B,,DB00274
BE0002393,Peptidoglycan synthase FtsI,,DB00274
BE0002063,D-alanyl-D-alanine carboxypeptidase DacA,,DB00274
BE0003685,D-alanyl-D-alanine carboxypeptidase DacC,,DB00274
BE0000062,Type-1 angiotensin II receptor,HGNC:336,DB00275
BE0004796,DNA,,DB00276
BE0000742,DNA topoisomerase 2-alpha,HGNC:11989,DB00276
BE0000090,Potassium voltage-gated channel subfamily H member 2,HGNC:6251,DB00276
BE0000925,Alpha-1-acid glycoprotein 1,HGNC:8498,DB00276
BE0000530,Serum albumin,HGNC:399,DB00276
BE0000013,Adenosine receptor A1,HGNC:262,DB00277
BE0000924,Adenosine receptor A2a,HGNC:263,DB00277
BE0000241,Adenosine receptor A2b,HGNC:264,DB00277
BE0000487,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",HGNC:8781,DB00277
BE0000182,"cGMP-specific 3',5'-cyclic phosphodiesterase",HGNC:8784,DB00277
BE0001133,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",HGNC:8780,DB00277
BE0000436,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",HGNC:8778,DB00277
BE0002366,Histone deacetylase 2,HGNC:4853,DB00277
BE0009002,Copine-1,HGNC:2314,DB00277
BE0009003,Minor histocompatibility antigen H13,HGNC:16435,DB00277
BE0009004,Nodal modulator 1,HGNC:30060,DB00277
BE0001717,Poly [ADP-ribose] polymerase 1,HGNC:270,DB00277
BE0009005,Protein RIC-3,HGNC:30338,DB00277
BE0009006,Tubulin monoglycylase TTLL3,HGNC:24483,DB00277
BE0000048,Prothrombin,HGNC:3535,DB00278
BE0000687,Thyroid hormone receptor alpha,HGNC:11796,DB00279
BE0000315,Thyroid hormone receptor beta,HGNC:11799,DB00279
BE0009045,Proliferating cell nuclear antigen,HGNC:8729,DB00279
BE0000197,Sodium channel protein type 5 subunit alpha,HGNC:10593,DB00280
BE0000092,Muscarinic acetylcholine receptor M1,HGNC:1950,DB00280
BE0000560,Muscarinic acetylcholine receptor M2,HGNC:1951,DB00280
BE0000045,Muscarinic acetylcholine receptor M3,HGNC:1952,DB00280
BE0003603,Potassium voltage-gated channel subfamily D member 2,HGNC:6238,DB00280
BE0003604,Potassium voltage-gated channel subfamily D member 3,HGNC:6239,DB00280
BE0000090,Potassium voltage-gated channel subfamily H member 2,HGNC:6251,DB00280
BE0003663,Alpha-1-acid glycoprotein 2,HGNC:8499,DB00280
BE0000177,Sodium channel protein type 10 subunit alpha,HGNC:10582,DB00281
BE0001143,Sodium channel protein type 9 subunit alpha,HGNC:10597,DB00281
BE0000197,Sodium channel protein type 5 subunit alpha,HGNC:10593,DB00281
BE0000767,Epidermal growth factor receptor,HGNC:3236,DB00281
BE0002083,Sodium channel protein type 4 subunit alpha,HGNC:10591,DB00281
BE0000925,Alpha-1-acid glycoprotein 1,HGNC:8498,DB00281
BE0003663,Alpha-1-acid glycoprotein 2,HGNC:8499,DB00281
BE0000776,Farnesyl pyrophosphate synthase,HGNC:3631,DB00282
BE0004801,Hydroxylapatite,,DB00282
BE0000442,Histamine H1 receptor,HGNC:5182,DB00283
BE0000837,"Maltase-glucoamylase, intestinal",HGNC:7043,DB00284
BE0002639,Pancreatic alpha-amylase,HGNC:477,DB00284
BE0000876,Lysosomal alpha-glucosidase,HGNC:4065,DB00284
BE0001176,"Sucrase-isomaltase, intestinal",HGNC:10856,DB00284
BE0000749,Sodium-dependent serotonin transporter,HGNC:11050,DB00285
BE0000486,Sodium-dependent noradrenaline transporter,HGNC:11048,DB00285
BE0000647,Sodium-dependent dopamine transporter,HGNC:11049,DB00285
BE0000123,Estrogen receptor alpha,HGNC:3467,DB00286
BE0000610,Prostaglandin F2-alpha receptor,HGNC:9600,DB00287
BE0000794,Glucocorticoid receptor,HGNC:7978,DB00288
BE0000422,Annexin A1,HGNC:533,DB00288
BE0000486,Sodium-dependent noradrenaline transporter,HGNC:11048,DB00289
BE0000749,Sodium-dependent serotonin transporter,HGNC:11050,DB00289
BE0000647,Sodium-dependent dopamine transporter,HGNC:11049,DB00289
BE0004956,NMDA receptor,HGNC:16768,DB00289
BE0000199,DNA ligase 1,HGNC:6598,DB00290
BE0004796,DNA,,DB00290
BE0000167,DNA ligase 3,HGNC:6600,DB00290
BE0004796,DNA,,DB00291
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,HGNC:4075,DB00292
BE0000572,Alpha-2B adrenergic receptor,HGNC:282,DB00292
BE0004797,GABA-A receptor (anion channel),HGNC:14454,DB00292
BE0000324,Thymidylate synthase,HGNC:12441,DB00293
BE0000700,"Folylpolyglutamate synthase, mitochondrial",HGNC:3824,DB00293
BE0000557,Progesterone receptor,HGNC:8910,DB00294
BE0000123,Estrogen receptor alpha,HGNC:3467,DB00294
BE0000770,Mu-type opioid receptor,HGNC:8156,DB00295
BE0000632,Kappa-type opioid receptor,HGNC:8154,DB00295
BE0000420,Delta-type opioid receptor,HGNC:8153,DB00295
BE0004024,Lymphocyte antigen 96,HGNC:17156,DB00295
BE0000177,Sodium channel protein type 10 subunit alpha,HGNC:10582,DB00296
BE0000177,Sodium channel protein type 10 subunit alpha,HGNC:10582,DB00297
BE0000064,Prostaglandin E2 receptor EP1 subtype,HGNC:9593,DB00297
BE0000501,Alpha-1A adrenergic receptor,HGNC:277,DB00298
BE0000715,Alpha-1D adrenergic receptor,HGNC:280,DB00298
BE0000575,Alpha-1B adrenergic receptor,HGNC:278,DB00298
BE0000308,DNA polymerase catalytic subunit,,DB00299
BE0000514,Thymidine kinase,,DB00299
BE0004136,Reverse transcriptase/RNaseH,,DB00300
BE0000576,Penicillin-binding protein 1A,,DB00301
BE0000211,Plasminogen,HGNC:9071,DB00302
BE0000103,Penicillin-binding protein 2,,DB00303
BE0003579,Penicillin-binding protein 2,,DB00303
BE0000001,Peptidoglycan synthase FtsI,,DB00303
BE0002393,Peptidoglycan synthase FtsI,,DB00303
BE0000744,D-alanyl-D-alanine carboxypeptidase DacB,,DB00303
BE0000588,Penicillin-binding protein 1A,,DB00303
BE0000488,Penicillin-binding protein 1B,,DB00303
BE0003685,D-alanyl-D-alanine carboxypeptidase DacC,,DB00303
BE0000557,Progesterone receptor,HGNC:8910,DB00304
BE0000123,Estrogen receptor alpha,HGNC:3467,DB00304
BE0004796,DNA,,DB00305
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,HGNC:4075,DB00306
BE0000381,Gamma-aminobutyric acid receptor subunit alpha-2,HGNC:4076,DB00306
BE0000523,Gamma-aminobutyric acid receptor subunit alpha-3,HGNC:4077,DB00306
BE0000478,Gamma-aminobutyric acid receptor subunit alpha-4,HGNC:4078,DB00306
BE0000471,Gamma-aminobutyric acid receptor subunit alpha-5,HGNC:4079,DB00306
BE0000764,Gamma-aminobutyric acid receptor subunit alpha-6,HGNC:4080,DB00306
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,HGNC:1958,DB00306
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,HGNC:1960,DB00306
BE0000829,Glutamate receptor 2,HGNC:4572,DB00306
BE0000826,"Glutamate receptor ionotropic, kainate 2",HGNC:4580,DB00306
BE0004797,GABA-A receptor (anion channel),HGNC:14454,DB00306
BE0000412,Retinoic acid receptor RXR-alpha,HGNC:10477,DB00307
BE0000078,Retinoic acid receptor RXR-beta,HGNC:10478,DB00307
BE0000707,Retinoic acid receptor RXR-gamma,HGNC:10479,DB00307
BE0000430,Voltage-dependent L-type calcium channel subunit alpha-1C,HGNC:1390,DB00308
BE0000303,Voltage-dependent L-type calcium channel subunit beta-1,HGNC:1401,DB00308
BE0000090,Potassium voltage-gated channel subfamily H member 2,HGNC:6251,DB00308
BE0000691,Voltage-dependent calcium channel subunit alpha-2/delta-1,HGNC:1399,DB00308
BE0000679,Voltage-dependent calcium channel gamma-1 subunit,HGNC:1405,DB00308
BE0000154,Potassium channel subfamily K member 1,HGNC:6272,DB00308
BE0000680,Potassium channel subfamily K member 6,HGNC:6281,DB00308
BE0000462,Potassium voltage-gated channel subfamily H member 6,HGNC:18862,DB00308
BE0000699,Potassium voltage-gated channel subfamily H member 7,HGNC:18863,DB00308
BE0000708,ATP-sensitive inward rectifier potassium channel 11,HGNC:6257,DB00308
BE0000026,Tubulin beta-1 chain,HGNC:16257,DB00309
BE0000502,Solute carrier family 12 member 1,HGNC:10910,DB00310
BE0000267,Carbonic anhydrase 1,HGNC:1368,DB00311
BE0000322,Carbonic anhydrase 2,HGNC:1373,DB00311
BE0000535,Carbonic anhydrase 4,HGNC:1375,DB00311
BE0003629,Carbonic anhydrase 7,HGNC:1381,DB00311
BE0003625,Carbonic anhydrase 3,HGNC:1374,DB00311
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,HGNC:4075,DB00312
BE0000381,Gamma-aminobutyric acid receptor subunit alpha-2,HGNC:4076,DB00312
BE0000523,Gamma-aminobutyric acid receptor subunit alpha-3,HGNC:4077,DB00312
BE0000478,Gamma-aminobutyric acid receptor subunit alpha-4,HGNC:4078,DB00312
BE0000471,Gamma-aminobutyric acid receptor subunit alpha-5,HGNC:4079,DB00312
BE0000764,Gamma-aminobutyric acid receptor subunit alpha-6,HGNC:4080,DB00312
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,HGNC:1958,DB00312
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,HGNC:1960,DB00312
BE0000829,Glutamate receptor 2,HGNC:4572,DB00312
BE0000826,"Glutamate receptor ionotropic, kainate 2",HGNC:4580,DB00312
BE0004797,GABA-A receptor (anion channel),HGNC:14454,DB00312
BE0004956,NMDA receptor,HGNC:16768,DB00312
BE0000956,Nuclear receptor subfamily 1 group I member 2,HGNC:7968,DB00312
BE0000881,Histone deacetylase 9,HGNC:14065,DB00313
BE0000253,"4-aminobutyrate aminotransferase, mitochondrial",HGNC:23,DB00313
BE0000573,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",HGNC:91,DB00313
BE0000162,"2-oxoglutarate dehydrogenase, mitochondrial",HGNC:8124,DB00313
BE0000152,"Succinate-semialdehyde dehydrogenase, mitochondrial",HGNC:408,DB00313
BE0004901,Sodium channel protein,HGNC:10592,DB00313
BE0002366,Histone deacetylase 2,HGNC:4853,DB00313
BE0000071,Peroxisome proliferator-activated receptor alpha,HGNC:9232,DB00313
BE0001007,Peroxisome proliferator-activated receptor delta,HGNC:9235,DB00313
BE0000215,Peroxisome proliferator-activated receptor gamma,HGNC:9236,DB00313
BE0004846,70S ribosome,,DB00314
BE0000797,5-hydroxytryptamine receptor 1B,HGNC:5287,DB00315
BE0000659,5-hydroxytryptamine receptor 1D,HGNC:5289,DB00315
BE0000460,5-hydroxytryptamine receptor 1F,HGNC:5292,DB00315
BE0000291,5-hydroxytryptamine receptor 1A,HGNC:5286,DB00315
BE0000017,Prostaglandin G/H synthase 1,HGNC:9604,DB00316
BE0000262,Prostaglandin G/H synthase 2,HGNC:9605,DB00316
BE0004892,Prostaglandin G/H synthase 3,,DB00316
BE0002194,Fatty-acid amide hydrolase 1,HGNC:3553,DB00316
BE0001023,Transient receptor potential cation channel subfamily V member 1,HGNC:12716,DB00316
BE0000814,Glutathione S-transferase P,HGNC:4638,DB00316
BE0000767,Epidermal growth factor receptor,HGNC:3236,DB00317
BE0000770,Mu-type opioid receptor,HGNC:8156,DB00318
BE0000632,Kappa-type opioid receptor,HGNC:8154,DB00318
BE0000420,Delta-type opioid receptor,HGNC:8153,DB00318
BE0004643,Penicillin-binding protein 3,,DB00319
BE0003624,Penicillin-binding protein 2B,,DB00319
BE0004644,Penicillin-binding protein 2a,,DB00319
BE0004335,Penicillin-binding protein 1b,,DB00319
BE0000659,5-hydroxytryptamine receptor 1D,HGNC:5289,DB00320
BE0000797,5-hydroxytryptamine receptor 1B,HGNC:5287,DB00320
BE0000289,Alpha-2A adrenergic receptor,HGNC:281,DB00320
BE0000393,5-hydroxytryptamine receptor 2B,HGNC:5294,DB00320
BE0000486,Sodium-dependent noradrenaline transporter,HGNC:11048,DB00321
BE0000749,Sodium-dependent serotonin transporter,HGNC:11050,DB00321
BE0000451,5-hydroxytryptamine receptor 2A,HGNC:5293,DB00321
BE0000291,5-hydroxytryptamine receptor 1A,HGNC:5286,DB00321
BE0000420,Delta-type opioid receptor,HGNC:8153,DB00321
BE0000632,Kappa-type opioid receptor,HGNC:8154,DB00321
BE0001039,High affinity nerve growth factor receptor,HGNC:8031,DB00321
BE0003605,BDNF/NT-3 growth factors receptor,HGNC:8032,DB00321
BE0000501,Alpha-1A adrenergic receptor,HGNC:277,DB00321
BE0000715,Alpha-1D adrenergic receptor,HGNC:280,DB00321
BE0000289,Alpha-2A adrenergic receptor,HGNC:281,DB00321
BE0000442,Histamine H1 receptor,HGNC:5182,DB00321
BE0000092,Muscarinic acetylcholine receptor M1,HGNC:1950,DB00321
BE0000560,Muscarinic acetylcholine receptor M2,HGNC:1951,DB00321
BE0000045,Muscarinic acetylcholine receptor M3,HGNC:1952,DB00321
BE0000405,Muscarinic acetylcholine receptor M4,HGNC:1953,DB00321
BE0000247,Muscarinic acetylcholine receptor M5,HGNC:1954,DB00321
BE0000897,Potassium voltage-gated channel subfamily KQT member 2,HGNC:6296,DB00321
BE0000781,Potassium voltage-gated channel subfamily A member 1,HGNC:6218,DB00321
BE0003603,Potassium voltage-gated channel subfamily D member 2,HGNC:6238,DB00321
BE0003604,Potassium voltage-gated channel subfamily D member 3,HGNC:6239,DB00321
BE0000112,Histamine H2 receptor,HGNC:5183,DB00321
BE0000146,Histamine H4 receptor,HGNC:17383,DB00321
BE0000156,Sigma non-opioid intracellular receptor 1,HGNC:8157,DB00321
BE0000533,5-hydroxytryptamine receptor 2C,HGNC:5295,DB00321
BE0000575,Alpha-1B adrenergic receptor,HGNC:278,DB00321
BE0000650,5-hydroxytryptamine receptor 7,HGNC:5302,DB00321
BE0000659,5-hydroxytryptamine receptor 1D,HGNC:5289,DB00321
BE0000770,Mu-type opioid receptor,HGNC:8156,DB00321
BE0000797,5-hydroxytryptamine receptor 1B,HGNC:5287,DB00321
BE0000945,5-hydroxytryptamine receptor 6,HGNC:5301,DB00321
BE0002398,Potassium voltage-gated channel subfamily KQT member 3,HGNC:6297,DB00321
BE0004872,Beta adrenergic receptor,HGNC:288,DB00321
BE0000324,Thymidylate synthase,HGNC:12441,DB00322
BE0002089,Catechol O-methyltransferase,HGNC:2228,DB00323
BE0000794,Glucocorticoid receptor,HGNC:7978,DB00324
BE0000556,Atrial natriuretic peptide receptor 1,HGNC:7943,DB00325
BE0000770,Mu-type opioid receptor,HGNC:8156,DB00327
BE0000420,Delta-type opioid receptor,HGNC:8153,DB00327
BE0000632,Kappa-type opioid receptor,HGNC:8154,DB00327
BE0000017,Prostaglandin G/H synthase 1,HGNC:9604,DB00328
BE0000262,Prostaglandin G/H synthase 2,HGNC:9605,DB00328
BE0001640,"Phospholipase A2, membrane associated",HGNC:9031,DB00328
BE0003560,Prostaglandin reductase 2,HGNC:20149,DB00328
BE0000215,Peroxisome proliferator-activated receptor gamma,HGNC:9236,DB00328
BE0000962,Lactoylglutathione lyase,HGNC:4323,DB00328
BE0003561,Prostaglandin D2 receptor 2,HGNC:4502,DB00328
BE0000071,Peroxisome proliferator-activated receptor alpha,HGNC:9232,DB00328
BE0000592,Aldo-keto reductase family 1 member C3,HGNC:386,DB00328
BE0000591,Probable arabinosyltransferase C,,DB00330
BE0000122,Probable arabinosyltransferase B,,DB00330
BE0000034,Probable arabinosyltransferase A,,DB00330
BE0000254,5'-AMP-activated protein kinase subunit beta-1,HGNC:9378,DB00331
BE0000092,Muscarinic acetylcholine receptor M1,HGNC:1950,DB00332
BE0000560,Muscarinic acetylcholine receptor M2,HGNC:1951,DB00332
BE0000045,Muscarinic acetylcholine receptor M3,HGNC:1952,DB00332
BE0000770,Mu-type opioid receptor,HGNC:8156,DB00333
BE0000641,"Glutamate receptor ionotropic, NMDA 3A",HGNC:16767,DB00333
BE0000411,Neuronal acetylcholine receptor subunit alpha-10,HGNC:13800,DB00333
BE0000420,Delta-type opioid receptor,HGNC:8153,DB00333
BE0000311,5-hydroxytryptamine receptor 3A,HGNC:5297,DB00333
BE0004024,Lymphocyte antigen 96,HGNC:17156,DB00333
BE0003663,Alpha-1-acid glycoprotein 2,HGNC:8499,DB00333
BE0000451,5-hydroxytryptamine receptor 2A,HGNC:5293,DB00334
BE0000756,D(2) dopamine receptor,HGNC:3023,DB00334
BE0000020,D(1A) dopamine receptor,HGNC:3020,DB00334
BE0000145,D(1B) dopamine receptor,HGNC:3026,DB00334
BE0000581,D(3) dopamine receptor,HGNC:3024,DB00334
BE0000389,D(4) dopamine receptor,HGNC:3025,DB00334
BE0000291,5-hydroxytryptamine receptor 1A,HGNC:5286,DB00334
BE0000797,5-hydroxytryptamine receptor 1B,HGNC:5287,DB00334
BE0000659,5-hydroxytryptamine receptor 1D,HGNC:5289,DB00334
BE0000476,5-hydroxytryptamine receptor 1E,HGNC:5291,DB00334
BE0000533,5-hydroxytryptamine receptor 2C,HGNC:5295,DB00334
BE0000311,5-hydroxytryptamine receptor 3A,HGNC:5297,DB00334
BE0000945,5-hydroxytryptamine receptor 6,HGNC:5301,DB00334
BE0000650,5-hydroxytryptamine receptor 7,HGNC:5302,DB00334
BE0000442,Histamine H1 receptor,HGNC:5182,DB00334
BE0000501,Alpha-1A adrenergic receptor,HGNC:277,DB00334
BE0000575,Alpha-1B adrenergic receptor,HGNC:278,DB00334
BE0000289,Alpha-2A adrenergic receptor,HGNC:281,DB00334
BE0000572,Alpha-2B adrenergic receptor,HGNC:282,DB00334
BE0000342,Alpha-2C adrenergic receptor,HGNC:283,DB00334
BE0000092,Muscarinic acetylcholine receptor M1,HGNC:1950,DB00334
